,keypoints
346,"[[117.2942203  149.0372478 ]
 [125.20628885 139.54758627]
 [111.85499379 140.52145583]
 [140.00831222 142.10214959]
 [109.15675179 137.60543946]
 [160.45914967 184.0283218 ]
 [110.18320338 177.853411  ]
 [197.33942735 222.64347742]
 [ 82.31326507 120.810362  ]
 [164.20515946 272.99339043]
 [ 88.18651296  74.41376606]
 [145.58580253 298.13237769]
 [ 93.73378592 282.48357416]
 [142.16460592 381.46779843]
 [ 96.66373871 367.20441408]
 [149.00904631 452.822701  ]
 [104.57037643 440.10095964]]"
347,"[[117.51541669 148.89978145]
 [125.27494657 139.47100213]
 [111.96585991 140.381106  ]
 [140.11014264 142.17070229]
 [109.30999804 137.60714402]
 [160.46929207 184.13188716]
 [109.97328221 177.60510611]
 [197.2313809  222.50706372]
 [ 82.49556873 120.55912698]
 [164.24373843 273.16466925]
 [ 88.11253604  74.47707746]
 [145.90474016 298.16237619]
 [ 93.69021836 282.5365608 ]
 [141.99180304 381.35118884]
 [ 97.01982246 367.54644678]
 [149.14734412 452.69963826]
 [104.59644689 440.1227452 ]]"
348,"[[116.50141512 149.93823962]
 [126.32842763 141.66610052]
 [111.33730201 140.84119757]
 [140.13322753 142.09803231]
 [109.92804737 138.4243293 ]
 [160.66915298 184.19299308]
 [107.39290516 167.49664561]
 [197.21087625 222.71297161]
 [ 89.51808517 132.96358838]
 [164.3363243  272.90446268]
 [ 87.19574391  72.70155695]
 [145.26449761 298.1855949 ]
 [ 96.61729344 295.90590391]
 [142.15058901 381.14437789]
 [ 96.74831213 367.17664165]
 [148.87410091 452.9214965 ]
 [104.59946543 439.96699949]]"
349,"[[116.72453014 149.94882377]
 [126.74939592 141.52859025]
 [111.3874339  140.74755932]
 [140.00186536 142.02323781]
 [109.94000063 138.41539755]
 [160.68264779 184.18945428]
 [107.12003773 167.32721956]
 [197.14129181 222.68443612]
 [ 89.83293396 132.93012862]
 [164.26259091 272.83204248]
 [ 87.40622565  72.93077723]
 [145.21569672 298.21253014]
 [ 96.49447853 296.03131075]
 [142.16366614 381.17993609]
 [ 96.71433534 367.159627  ]
 [148.41577595 452.91073667]
 [104.66688455 440.00837266]]"
350,"[[111.41166089 149.96385733]
 [125.07876271 140.42803561]
 [111.90411103 139.89488995]
 [139.18779559 142.20893123]
 [109.87278211 137.2268913 ]
 [160.11714535 183.60920676]
 [106.87220824 166.27369557]
 [197.77315196 223.04953999]
 [ 88.23400312 114.49099675]
 [164.63059494 272.93577047]
 [ 89.35146364  68.02531003]
 [141.0130209  288.48942573]
 [ 96.6299529  295.89153735]
 [142.02482426 380.91053289]
 [ 96.47344286 366.6049417 ]
 [148.60630674 452.81055777]
 [104.49912265 440.0082639 ]]"
351,"[[115.77548834 149.22779824]
 [125.03092564 139.39968948]
 [111.6572275  139.66903555]
 [139.56193734 141.89467438]
 [109.82724432 137.13404665]
 [160.24877235 183.51999903]
 [111.00185447 178.91932525]
 [197.67144898 222.97845928]
 [ 88.60735554 114.73030402]
 [164.83513303 272.69115192]
 [ 89.2652573   68.28311143]
 [140.77460289 289.00763956]
 [ 98.0920691  280.82400311]
 [141.93428589 381.08934634]
 [ 96.61916199 366.65369921]
 [148.66251178 452.77052684]
 [104.58494978 440.13305057]]"
352,"[[114.92489455 148.17807725]
 [124.36940904 139.68580197]
 [111.71758046 139.74082512]
 [139.52602707 142.31285136]
 [111.21683654 138.21917624]
 [160.92321911 184.32984527]
 [111.89483283 179.97376601]
 [199.8289143  231.76826907]
 [ 91.2623635  115.32455508]
 [164.9452476  272.99550945]
 [ 92.31990596  70.79642088]
 [141.132188   289.048601  ]
 [ 94.47653108 282.62651513]
 [142.02227972 380.8583299 ]
 [ 96.74174951 367.36377201]
 [148.29772448 452.95602881]
 [104.45501239 440.12892935]]"
353,"[[114.78953906 148.25553288]
 [124.3387139  139.46230644]
 [111.46361084 139.74881333]
 [139.56278368 142.27499298]
 [111.08429278 138.04442106]
 [160.97980919 184.44194026]
 [111.74666878 179.81880808]
 [199.89127321 231.73458424]
 [ 91.27257185 115.24994174]
 [164.80849066 273.19232502]
 [ 91.9118362   70.1986016 ]
 [140.96467754 289.08314841]
 [ 97.84157418 280.3317549 ]
 [141.90514605 380.67570797]
 [ 96.69187901 367.28368955]
 [148.28216739 452.84727499]
 [104.58671667 440.01006143]]"
354,"[[114.8265124  148.51153297]
 [124.78138148 140.35992963]
 [112.3235144  140.31842334]
 [139.22395007 142.31682042]
 [110.75054411 139.1725076 ]
 [160.71287476 184.21890243]
 [112.26062722 180.57816892]
 [200.09392625 232.02571707]
 [ 92.59130187 117.18864376]
 [164.57422022 273.267394  ]
 [ 92.21421719  71.33624289]
 [140.95129538 289.47524586]
 [ 94.8009727  282.55591476]
 [142.02594539 381.24422604]
 [ 96.77209258 366.58156996]
 [148.73974356 452.70163514]
 [104.4602361  440.15328409]]"
355,"[[114.99175173 148.35475932]
 [123.69874203 140.00393284]
 [111.89701499 140.439336  ]
 [139.37030499 142.42748603]
 [110.99351261 139.03586608]
 [160.94185245 184.36238688]
 [112.19557059 180.12942114]
 [200.18633867 232.11157881]
 [ 92.72495027 117.05020985]
 [164.57289815 273.23254123]
 [ 92.3840345   71.27740353]
 [140.90386019 289.96894266]
 [ 95.02017344 282.89426456]
 [142.00082706 381.21956354]
 [ 96.60273863 366.38065427]
 [148.72654002 452.53523461]
 [104.51889636 440.16535115]]"
356,"[[115.19082018 148.3704091 ]
 [124.43491083 139.56667973]
 [111.63321451 140.07538839]
 [140.12238751 143.26784885]
 [110.72922472 138.13386758]
 [160.57788329 184.21503768]
 [112.27920251 180.48656768]
 [200.29088707 232.25696544]
 [ 93.25171244 118.5044508 ]
 [164.41719702 273.51342753]
 [ 92.38843522  68.21580969]
 [140.83803484 289.35520589]
 [ 94.72405417 282.61851114]
 [141.78806184 381.36317424]
 [ 97.45529987 366.02892538]
 [148.65978039 452.60700771]
 [103.85931358 442.65388119]]"
357,"[[114.54745263 148.68772371]
 [123.80942781 139.6888467 ]
 [112.2566246  140.12471495]
 [139.83470147 143.18045959]
 [110.46774654 138.19524112]
 [160.28590438 184.07899728]
 [112.34966318 180.5486343 ]
 [200.37321479 232.18198155]
 [ 92.95883292 118.38530085]
 [164.43413904 273.43846148]
 [ 92.5458658   68.43917   ]
 [140.915911   289.31215836]
 [ 94.74964788 282.2687153 ]
 [141.71706086 380.62962601]
 [ 97.07346441 365.56203   ]
 [148.30565073 452.32547226]
 [103.97146261 442.41582935]]"
358,"[[113.11527204 151.4489422 ]
 [127.82946611 139.74235384]
 [113.70372881 139.44499465]
 [141.56594491 146.91948393]
 [111.92897999 138.28447629]
 [161.80183364 184.69475014]
 [110.2207318  165.90444148]
 [196.98123083 222.58687855]
 [ 95.21505309 119.32950695]
 [163.94722243 273.1458478 ]
 [ 92.25377217  66.21994019]
 [140.2512632  289.93807473]
 [ 94.48802269 282.20660477]
 [141.59402476 380.77961164]
 [ 96.51149338 364.61503239]
 [148.14664768 452.32192042]
 [104.52790115 439.9467363 ]]"
359,"[[113.11733294 151.51392385]
 [127.92417163 140.01969344]
 [113.77823367 139.5524776 ]
 [141.71407427 146.97726239]
 [112.08314677 138.49182386]
 [161.86558915 184.83219453]
 [110.51146111 165.87495078]
 [197.13517779 222.49307046]
 [ 95.36682854 119.14010797]
 [164.01830636 273.25159326]
 [ 92.15833984  66.04699369]
 [140.1368719  290.0257076 ]
 [ 94.49817059 282.21063971]
 [141.8300054  381.07362656]
 [ 96.62048853 364.81059836]
 [148.10874074 452.40423581]
 [104.59226325 440.01998888]]"
360,"[[115.64925808 152.03344904]
 [130.18556983 141.21402598]
 [115.76700887 140.74862689]
 [142.38530597 146.76271508]
 [112.53479956 143.08358824]
 [160.70322903 186.29700733]
 [111.66795108 166.58751736]
 [196.33515592 222.37663928]
 [ 94.85218588 118.05599397]
 [163.6316446  273.98603906]
 [ 94.52936791  63.60301365]
 [141.11908888 288.84678432]
 [ 93.88789088 281.51256183]
 [141.63223808 380.85286765]
 [ 97.88923538 364.10486715]
 [147.71789672 452.40305415]
 [104.57844556 439.42813579]]"
361,"[[116.04729054 152.27416578]
 [128.4436478  141.81742049]
 [115.42667215 141.28297566]
 [142.32412694 147.29069304]
 [112.15467396 143.50304432]
 [160.60013524 186.11278584]
 [111.55212402 166.75004697]
 [196.28360579 222.44332823]
 [ 95.05893738 118.38685032]
 [163.67089216 274.03661023]
 [ 94.31929217  63.9492868 ]
 [141.14896103 288.96156926]
 [ 94.16430102 281.35591719]
 [141.38901678 380.90658716]
 [ 97.84088652 364.34241771]
 [147.40610632 452.47694079]
 [104.25453016 442.14921972]]"
362,"[[117.12209031 152.51577872]
 [129.59735418 141.77090347]
 [115.97833897 141.21692077]
 [143.33995799 147.71872404]
 [113.429574   143.56117894]
 [161.6518948  186.43264424]
 [113.05356713 167.201659  ]
 [199.68931125 233.22648046]
 [ 94.63371228 136.78858768]
 [163.92096082 273.5615448 ]
 [ 95.09340775  63.48706694]
 [140.78005605 289.44216008]
 [ 93.63224369 281.7714248 ]
 [141.23912844 380.85175735]
 [ 97.48959267 364.98618455]
 [147.75540934 452.87838995]
 [104.04332161 439.6311705 ]]"
363,"[[117.11751922 152.30814844]
 [131.35968192 142.51679257]
 [116.07569842 141.04847601]
 [143.27503223 147.59068077]
 [113.44074617 143.46820253]
 [161.51427846 186.60469712]
 [112.98578735 167.3811669 ]
 [199.85055107 233.2320031 ]
 [ 94.34104194 136.70100491]
 [163.8750531  273.55307281]
 [ 94.83087439  63.18706137]
 [140.81456112 289.36793034]
 [ 93.47831872 281.67373548]
 [141.40514406 381.13795768]
 [ 97.57543354 365.44421199]
 [147.67755379 452.63566535]
 [104.11392277 439.60052731]]"
364,"[[117.19793304 153.11163415]
 [129.90178577 142.81022284]
 [116.39614188 142.42015453]
 [144.4711943  147.95049806]
 [113.94995646 144.47386177]
 [162.12756431 186.28436729]
 [113.90684487 167.33065611]
 [200.62300488 233.68812081]
 [ 94.79936794 136.54621991]
 [163.36324779 273.10967955]
 [ 95.57327675  63.02117   ]
 [140.49972332 289.24448812]
 [ 93.18113877 281.87124412]
 [141.62041123 381.09044702]
 [ 97.45122683 364.37187753]
 [148.02421061 452.73168717]
 [104.08692214 439.84840229]]"
365,"[[118.09796931 153.3735343 ]
 [130.13788595 143.17183526]
 [117.03797785 142.71364107]
 [144.54991611 148.24914355]
 [113.75731135 144.31860602]
 [161.58240276 185.9543838 ]
 [114.41311545 167.21026137]
 [196.93476426 220.48470819]
 [ 94.20474974 137.51034678]
 [164.16662189 273.76652768]
 [ 98.59966415  65.89682347]
 [140.72900602 289.11727036]
 [ 93.24004497 282.08554029]
 [141.32794113 381.19917477]
 [ 96.83433436 363.47941328]
 [148.04416018 452.53162924]
 [104.01853578 439.38638211]]"
366,"[[118.76968877 153.68149995]
 [130.40220131 143.33911896]
 [117.56409976 142.83894224]
 [145.10570409 148.69306725]
 [114.70944373 144.72288581]
 [161.91050351 186.25221476]
 [107.73613332 177.47493488]
 [201.72030974 234.70457007]
 [ 95.00291679 116.85999016]
 [163.02720533 273.18763441]
 [ 96.8947093   62.14211917]
 [140.64921872 288.91319603]
 [ 93.33447707 282.19282835]
 [141.39670946 381.55537297]
 [ 96.8492773  363.3068828 ]
 [148.37415525 452.674048  ]
 [104.73164235 439.61418003]]"
367,"[[118.92389677 153.93184564]
 [130.47666873 143.44985319]
 [117.46130158 143.10803116]
 [145.55944354 148.44264196]
 [114.51265775 145.16759591]
 [162.21254269 185.96895211]
 [107.84244036 177.65514272]
 [201.8039001  234.61243908]
 [ 95.07582341 116.60684335]
 [162.52137312 273.06452226]
 [ 96.85024593  62.21609639]
 [140.50655729 288.99663819]
 [ 93.04975736 282.04930274]
 [141.34757608 381.39059944]
 [ 97.10363711 363.35139814]
 [148.40038922 452.96852063]
 [104.63229705 439.70045265]]"
368,"[[126.53619241 152.22830615]
 [130.3464799  140.53829121]
 [118.01901616 142.25008755]
 [145.73084156 148.12954207]
 [114.71212394 144.53677106]
 [163.45322181 187.41415118]
 [107.92538223 177.60712289]
 [201.86067945 234.72101723]
 [ 95.49527556 116.93577006]
 [162.69985585 273.08061499]
 [ 96.91446446  59.94996978]
 [139.85532874 289.30761974]
 [ 92.58339898 282.20219654]
 [141.40068014 381.49426019]
 [ 96.90216016 363.54433523]
 [148.50756459 453.090681  ]
 [104.82679302 439.71273827]]"
369,"[[126.53339576 152.36669478]
 [131.19597795 140.77874342]
 [118.32508738 142.23055381]
 [145.97920826 148.1250213 ]
 [114.70914765 144.60892775]
 [163.63580849 187.58106809]
 [107.8871373  177.82297058]
 [201.70318224 234.57187838]
 [ 95.405159   116.64579556]
 [162.67201318 273.08441558]
 [ 97.03512846  59.84527491]
 [140.13079086 289.02447443]
 [ 92.74394771 282.12224446]
 [141.14714194 380.90795959]
 [ 96.78497977 363.52695345]
 [148.3878012  453.18092079]
 [104.66710163 439.63077421]]"
370,"[[126.40782405 151.85042361]
 [130.70451567 140.31808298]
 [118.02394087 141.8737737 ]
 [146.41437207 148.08240883]
 [114.69357956 144.52947249]
 [163.667317   187.85558907]
 [108.07046729 177.75462168]
 [202.09458957 235.36987851]
 [ 95.20199485 116.372846  ]
 [162.87141077 273.14504287]
 [ 96.85775931  59.6726161 ]
 [140.46567715 289.04487349]
 [ 92.97797187 282.07021303]
 [140.70659848 380.93573064]
 [ 96.34142601 362.47225467]
 [148.06961924 453.06307464]
 [104.28848153 439.56331208]]"
371,"[[126.32734085 151.87210521]
 [130.76035799 140.3278447 ]
 [118.0746347  141.87321649]
 [146.56999523 148.06483491]
 [114.57509325 144.56433899]
 [163.70021456 188.02912897]
 [108.07240454 177.83954469]
 [202.02838227 235.28126094]
 [ 95.06836568 116.07408934]
 [162.80666756 273.06074088]
 [ 96.65497711  59.54051525]
 [143.84046078 299.33461369]
 [ 93.00980051 282.08747541]
 [140.56020543 380.72705045]
 [ 96.18374744 361.92159461]
 [148.16206051 453.08471712]
 [104.26324917 439.28678323]]"
372,"[[126.61523366 151.31023929]
 [131.44297414 140.30947203]
 [118.83019183 141.29263891]
 [147.06475015 148.18018873]
 [115.45248978 143.75501222]
 [164.43810697 188.07057934]
 [108.38791556 178.04059693]
 [202.11644205 235.17754667]
 [ 94.79852984 116.80119678]
 [163.10013531 273.3274109 ]
 [ 96.51792615  60.98424891]
 [143.92346447 299.36421144]
 [ 92.92415611 282.04522526]
 [140.70018356 380.92281062]
 [ 96.36868493 361.98873029]
 [148.18488986 452.93130866]
 [104.47485891 439.45726331]]"
373,"[[126.52611046 151.07283695]
 [131.20573428 140.09624893]
 [118.74784969 141.15215048]
 [146.93522631 148.0676374 ]
 [115.27936918 143.71145827]
 [164.19677209 187.98566422]
 [108.10979213 177.78772598]
 [202.112143   235.08914593]
 [ 95.0096958  116.62129088]
 [163.07397897 273.53140203]
 [ 96.58355091  60.98165777]
 [140.40571851 288.99350632]
 [ 92.77857506 282.13261589]
 [140.62016681 380.99069495]
 [ 96.28128052 361.98211313]
 [148.16275572 452.96247166]
 [104.40324104 439.49747815]]"
374,"[[126.79800308 151.24564741]
 [131.66411351 140.31566493]
 [120.27942152 143.44119558]
 [147.41178824 148.18428542]
 [115.16857932 143.92919647]
 [163.23454144 186.60737953]
 [115.3112502  164.28421514]
 [201.99726808 234.96992599]
 [ 94.7495682  117.00424865]
 [163.39813481 273.62855747]
 [ 97.22137944  62.11000576]
 [140.57187565 288.95637257]
 [ 93.18234783 281.95871161]
 [140.70413638 380.52407406]
 [ 96.39332787 361.87413542]
 [148.16152193 452.79594692]
 [104.36534785 439.54924573]]"
375,"[[126.62904036 151.23796182]
 [131.67120372 140.25628141]
 [118.87620671 141.40040596]
 [147.61669179 148.19528954]
 [115.23204906 144.15115627]
 [164.49942993 188.18434526]
 [108.65236008 177.83852909]
 [202.1014098  234.9773563 ]
 [ 94.60651382 117.04051914]
 [163.31593556 273.67454371]
 [ 96.79350918  62.57686202]
 [144.00947983 299.11523543]
 [ 93.08178659 282.11947765]
 [140.68259166 380.66296087]
 [ 96.1888365  362.37192069]
 [148.33709604 452.89118714]
 [104.35001195 439.66048142]]"
376,"[[126.52683452 150.89800354]
 [131.90723383 140.31571588]
 [120.06233252 143.21548632]
 [147.42632931 148.39366143]
 [115.34506126 143.91672661]
 [164.21334178 187.85037111]
 [108.13990334 177.48449109]
 [201.94861832 234.79468908]
 [ 94.25870152 116.45161505]
 [163.77635063 273.54947345]
 [ 96.68056189  62.73203062]
 [144.027363   299.29494645]
 [ 92.92706748 282.16972081]
 [141.03500528 381.23965174]
 [ 96.17606438 362.44041506]
 [148.2651759  452.82766644]
 [104.40838919 439.27454822]]"
377,"[[126.54810445 150.83365595]
 [131.71040628 140.23087986]
 [120.03313119 143.19041174]
 [147.38485563 148.3569751 ]
 [115.31351703 143.79296668]
 [164.15736481 187.64754363]
 [108.08237383 177.16575053]
 [201.98937206 234.69499053]
 [ 94.18941385 116.30377452]
 [163.8697825  273.59249851]
 [ 96.77115246  62.8380986 ]
 [144.1763473  299.28891326]
 [ 93.0244879  282.36314511]
 [140.98223096 381.48989313]
 [ 96.42178762 362.86328848]
 [148.2038818  453.05479822]
 [104.28380328 439.50072377]]"
378,"[[126.28494869 149.89291935]
 [132.05603745 139.5656336 ]
 [119.78031191 142.3684065 ]
 [147.99749302 148.42724197]
 [115.31907117 143.12385523]
 [164.65908972 188.01949248]
 [107.86648152 177.2290633 ]
 [201.57619468 234.55545593]
 [ 94.33400978 117.65919254]
 [164.09969138 273.40205649]
 [ 96.15637791  63.19068046]
 [143.99231248 299.02097444]
 [ 93.10860036 282.55865413]
 [141.66225312 382.0304384 ]
 [ 96.58719047 363.09581871]
 [148.13509561 453.06896029]
 [104.36028351 439.7059017 ]]"
379,"[[126.19630911 149.91355516]
 [131.83057842 139.41530143]
 [119.69670918 142.30786294]
 [147.52741814 148.27842564]
 [115.21880808 143.50959903]
 [164.01496717 187.64835542]
 [107.40746547 177.38131001]
 [201.69350422 234.54415811]
 [ 94.30795168 117.05834147]
 [163.91787891 273.40078768]
 [ 96.17267694  63.17627821]
 [144.1045041  298.97794612]
 [ 92.93423944 282.5170998 ]
 [141.7602135  382.5218659 ]
 [ 96.56220129 363.15590079]
 [148.34662704 453.15386957]
 [104.43440882 439.74536977]]"
380,"[[125.58776605 150.12454514]
 [131.35428784 139.51268916]
 [119.07137042 142.16361542]
 [147.22206875 148.27018148]
 [114.87106207 143.67223843]
 [163.9041701  187.65295202]
 [107.15565843 178.10536586]
 [196.75457785 219.02585176]
 [ 93.50588265 117.46003561]
 [164.61650246 273.28376842]
 [ 95.35147101  62.34640416]
 [144.06384517 298.87026279]
 [ 96.80975118 280.54811381]
 [141.72665095 382.34753342]
 [ 94.1633992  363.42137748]
 [148.28052141 453.14037313]
 [104.41295204 439.75264397]]"
381,"[[125.4523384  150.04585982]
 [131.0143963  139.57182221]
 [118.86121877 142.29791833]
 [147.23643465 148.22606208]
 [114.81185807 143.69495072]
 [164.15822078 187.66336118]
 [107.11824336 178.13226267]
 [196.81683645 218.98033386]
 [ 93.75773365 117.81740312]
 [164.70600488 273.28239737]
 [ 94.58278866  63.05642695]
 [144.15405928 298.91453178]
 [ 96.93075043 280.65831143]
 [141.78048595 381.98457191]
 [ 94.07038654 363.51229594]
 [147.78542438 452.95770728]
 [104.267518   439.43742951]]"
382,"[[124.95289011 150.20060639]
 [130.21303415 139.69518971]
 [118.72861456 142.41261442]
 [146.68305793 148.15961194]
 [114.70402801 143.82284303]
 [163.89118639 187.09208179]
 [106.65339082 178.29928217]
 [197.02699257 219.70184043]
 [ 93.32346221 117.27499684]
 [164.4829997  273.44594669]
 [ 94.01650518  62.32382569]
 [144.22704284 298.76350723]
 [ 97.00259087 280.71223955]
 [141.77257206 382.59065878]
 [ 94.13038382 364.11561051]
 [148.09769978 453.25199189]
 [104.27254661 439.512317  ]]"
383,"[[124.85292103 150.10841227]
 [130.29025151 139.57810998]
 [118.60185165 142.3708827 ]
 [146.66834855 148.14541144]
 [114.554038   144.02887307]
 [163.87801033 187.1516626 ]
 [106.63803569 178.35939514]
 [196.99244629 219.66493863]
 [ 93.29660998 117.11942131]
 [164.34268667 273.44057227]
 [ 93.99451668  62.50930913]
 [144.09385471 298.74380467]
 [ 96.90199185 280.78827335]
 [141.76682901 382.42593878]
 [ 93.85786107 363.40804779]
 [148.12582566 453.18437862]
 [104.32449381 439.44186314]]"
384,"[[124.60527634 150.59734333]
 [129.42481922 139.90046698]
 [118.93480927 143.07672268]
 [145.48318588 147.1073945 ]
 [114.94115659 143.71601747]
 [164.00831732 186.98729017]
 [106.48978233 178.60746809]
 [197.23876994 221.01999295]
 [ 93.46014152 117.36947468]
 [164.66961374 273.33214646]
 [ 93.85392646  65.21933165]
 [140.60254331 289.16051621]
 [ 96.9139506  280.2528788 ]
 [141.79653079 382.05374495]
 [ 94.39202396 364.48953359]
 [147.92735625 453.15781805]
 [104.23055358 439.34970093]]"
385,"[[124.35729778 150.57358113]
 [129.33863486 139.87727811]
 [118.80398843 143.04768522]
 [146.83511778 148.12857863]
 [114.82294712 144.10673219]
 [163.73725043 186.86978541]
 [106.22029272 179.05364326]
 [197.29143021 221.05589288]
 [ 93.50498959 117.08936929]
 [164.72311968 273.36747546]
 [ 94.02060638  65.41295255]
 [140.74823016 289.3012558 ]
 [ 96.80147046 280.36886805]
 [141.74929619 382.19030962]
 [ 94.35818765 364.54506094]
 [148.00069429 453.06994501]
 [104.1179855  439.42694109]]"
386,"[[117.77880224 151.99871979]
 [131.05070397 142.40505235]
 [116.93719317 141.18757555]
 [147.21672689 147.34031175]
 [114.28071544 143.38492918]
 [164.12720276 186.3328956 ]
 [112.36345614 166.0331792 ]
 [197.17707602 221.94370185]
 [ 92.48959816 117.74110993]
 [164.77526335 273.18715234]
 [ 93.5208827   65.88500619]
 [144.19001523 298.45605075]
 [ 93.213653   282.3874796 ]
 [141.81047488 381.63165243]
 [ 96.64734145 363.99424203]
 [147.79880516 453.2228594 ]
 [103.98840807 439.52280988]]"
387,"[[118.1210968  152.05395172]
 [130.60167644 140.77897948]
 [116.74435674 141.21592165]
 [147.0244663  147.20990927]
 [114.13419084 143.44531869]
 [164.03438916 186.06344024]
 [112.44195675 166.12909946]
 [197.27592945 222.04868425]
 [ 92.73859687 117.64281949]
 [164.79126045 273.08090869]
 [ 93.46299596  65.98849539]
 [140.73886815 288.91234376]
 [ 93.29101255 282.34187113]
 [141.8281973  381.58602474]
 [ 96.80573997 364.07380777]
 [147.92720237 453.28235134]
 [104.23929457 439.42719979]]"
388,"[[116.58804764 152.17703642]
 [129.68772904 142.78307213]
 [115.39903025 141.87700714]
 [146.25544047 146.92758467]
 [114.03954234 144.53595172]
 [164.08372313 186.44984555]
 [112.42270926 166.96334812]
 [197.0565968  222.34260311]
 [ 92.81278091 119.03816551]
 [165.01792993 273.20659002]
 [ 92.08479776  68.58212469]
 [140.7345004  289.01880494]
 [ 93.22979951 281.81418137]
 [141.67074406 381.45808165]
 [ 96.76182343 363.33788523]
 [147.46891587 453.05264214]
 [104.47825941 439.4471933 ]]"
389,"[[116.79517423 152.08017467]
 [129.79257559 142.59581414]
 [115.69809765 141.58929302]
 [146.11672361 147.04111454]
 [114.36670848 144.22138745]
 [164.35898775 186.57392251]
 [112.52392999 166.88811993]
 [200.41495638 233.46061367]
 [ 93.06305493 119.44187299]
 [164.12164244 273.46773516]
 [ 92.30463121  68.57287728]
 [144.46899325 298.57802379]
 [ 93.33805618 281.69766511]
 [141.47938478 381.09210491]
 [ 96.83676897 363.68185546]
 [147.47254719 453.05885306]
 [104.32510109 439.4386671 ]]"
390,"[[116.23678676 152.30279872]
 [128.57182107 141.8940362 ]
 [115.07796714 140.60347083]
 [145.74865535 146.12656932]
 [113.18290961 140.56707957]
 [164.23205738 186.59905782]
 [111.435362   166.690765  ]
 [196.91446296 222.50663278]
 [ 89.05600661 114.3886851 ]
 [164.86585427 273.35873859]
 [ 87.67606493  67.7585261 ]
 [143.99580503 298.63938223]
 [ 93.11194177 282.25380938]
 [141.57343355 381.32099409]
 [ 96.65732174 363.35895232]
 [147.39769782 452.9322227 ]
 [104.1750836  439.33359687]]"
391,"[[116.15299168 152.30813608]
 [128.53387291 141.81376298]
 [114.98579397 140.5830203 ]
 [145.76825457 146.0943969 ]
 [113.27864146 140.63365873]
 [164.38163951 186.73301076]
 [111.35537273 166.86378681]
 [196.85320458 222.50394556]
 [ 89.49190342 114.47620748]
 [164.97199404 273.49462803]
 [ 87.80975043  67.7779679 ]
 [144.02942528 298.5319377 ]
 [ 93.25733185 282.31025316]
 [141.62791293 381.42891896]
 [ 97.1370815  363.79900132]
 [147.36442105 453.14033127]
 [104.24530005 439.53979846]]"
392,"[[116.03686511 151.71843187]
 [127.95728764 141.51459733]
 [118.00997291 142.77991486]
 [145.29239404 145.8972945 ]
 [111.33147377 142.91566088]
 [163.93752793 186.4502415 ]
 [111.26825135 168.00309569]
 [196.2486693  222.60840918]
 [ 85.96568027 113.3954875 ]
 [164.83101362 273.82116672]
 [ 87.47658018  66.27332106]
 [139.92683532 289.65940696]
 [ 92.44228185 282.9597046 ]
 [141.9723632  381.87862332]
 [ 96.99431015 364.02922449]
 [147.30781208 453.07784881]
 [104.21912379 439.40488414]]"
393,"[[116.25945536 151.6988144 ]
 [133.22712688 143.54208334]
 [117.95713676 142.83464105]
 [145.19317376 145.93725132]
 [110.98284398 143.0416908 ]
 [163.62940045 186.55890611]
 [111.09543061 167.92186451]
 [196.28560899 222.55322116]
 [ 86.12562034 113.70841446]
 [165.0346559  273.77517122]
 [ 87.65942242  66.39239416]
 [139.77583408 289.687154  ]
 [ 92.43857909 282.88779768]
 [141.87265792 381.83897392]
 [ 96.97120052 363.94027616]
 [147.07060038 453.02235406]
 [104.4266131  439.13130876]]"
394,"[[115.4485313  151.08368873]
 [133.27829506 143.18454359]
 [117.18441177 142.99568021]
 [144.68505455 145.16679853]
 [110.53143885 143.66187799]
 [164.28151828 186.7351593 ]
 [111.44611375 167.79373065]
 [196.16087881 222.53870089]
 [ 84.42783606 115.85386292]
 [164.50157293 273.79633953]
 [ 91.80109267  71.54148327]
 [143.78858914 298.36105139]
 [ 95.38005716 295.82050055]
 [142.03245785 382.66861123]
 [ 94.88953465 365.3978027 ]
 [147.36673202 453.4670223 ]
 [104.00709912 439.3220853 ]]"
395,"[[115.13336376 151.11461911]
 [133.00689843 143.44529296]
 [117.48492575 142.88174033]
 [144.06490378 145.12823198]
 [110.7628752  143.39408876]
 [163.44013024 186.55059607]
 [111.45939492 168.18947532]
 [196.44444304 222.46247084]
 [ 84.13890386 115.98762098]
 [164.88239064 274.00151729]
 [ 92.27391954  71.22602555]
 [144.07354104 298.7340028 ]
 [ 94.8860634  296.08832684]
 [142.27369381 382.88429492]
 [ 95.55899879 366.65418025]
 [147.31916355 453.15962896]
 [104.3681493  439.60021268]]"
396,"[[114.85095638 149.5837796 ]
 [128.13621141 140.76597985]
 [114.14018619 139.7288248 ]
 [144.55722203 144.78423877]
 [110.21800041 139.97748927]
 [164.04398268 186.99659145]
 [111.47191939 180.45958303]
 [200.16370442 233.10552302]
 [ 83.1581831  121.24925576]
 [162.42766542 273.15430229]
 [ 89.02702477  73.69798388]
 [144.17602579 298.54569491]
 [ 91.81865434 283.57989589]
 [142.07980374 382.24128154]
 [ 96.97366262 365.3650916 ]
 [147.33007811 453.18335684]
 [103.91948587 439.44701351]]"
