,keypoints
236,"[[152.76595331  49.43707007]
 [156.95385679  43.47054139]
 [150.97305432  43.82906516]
 [168.15987733  41.13709562]
 [149.03055365  42.71343711]
 [195.86168432  57.88448064]
 [138.34266409  59.28668048]
 [245.27330367  56.12725975]
 [ 94.22910152  53.74643852]
 [275.34338425  50.60850415]
 [ 47.29733048  49.70085704]
 [193.16551129 122.86993645]
 [151.64163075 122.74063455]
 [192.8298541  179.82621627]
 [140.44145291 172.98680302]
 [191.36345764 214.36062685]
 [141.80124334 214.12292809]]"
237,"[[153.24657818  49.47794073]
 [157.74303759  43.43270897]
 [151.20270017  43.64660099]
 [168.27343858  41.12250091]
 [148.80448195  42.22580851]
 [195.38956796  58.14847815]
 [138.2451875   58.91978645]
 [246.1217752   56.17096644]
 [ 95.35359596  52.93195527]
 [275.85294803  51.38591137]
 [ 46.92074926  49.20989062]
 [192.86071093 122.7765182 ]
 [151.74925729 122.77738899]
 [193.28923459 179.86322646]
 [140.48372641 173.0188715 ]
 [191.01210464 214.14238854]
 [141.50131075 214.17305022]]"
238,"[[153.0711526   49.36589439]
 [157.54384931  43.34073152]
 [150.90030476  43.61965436]
 [168.20692442  40.98850355]
 [148.77909364  42.21251823]
 [195.37027984  58.02760973]
 [138.36785059  58.93796309]
 [245.93332718  56.21766255]
 [ 95.15804002  53.16243626]
 [275.88420781  51.35711427]
 [ 46.61570873  49.76356478]
 [193.30627046 126.64245408]
 [151.66281459 122.73097034]
 [193.36902009 179.71005624]
 [140.54462876 172.90527005]
 [191.63591717 214.1338374 ]
 [141.65622858 214.15516189]]"
239,"[[153.1098459   48.96875178]
 [157.82268922  42.80161124]
 [151.01401737  43.19845144]
 [168.53658704  40.53859921]
 [148.84513823  42.11646725]
 [195.40873769  58.04215162]
 [138.41025325  59.15343048]
 [245.70125888  56.41463424]
 [ 95.382215    54.26251063]
 [275.90461869  51.10693644]
 [ 41.91722921  49.91524256]
 [193.05504993 127.56766549]
 [151.88154426 123.17363856]
 [193.6133029  179.54963243]
 [140.17165061 172.63074849]
 [192.21441957 214.33985871]
 [141.72169195 214.497088  ]]"
240,"[[153.13171456  49.06329866]
 [157.8367167   42.82024801]
 [151.04050624  43.19801952]
 [168.46887612  40.63592641]
 [148.61366193  42.01867485]
 [195.44294801  58.0534516 ]
 [138.42063461  59.13362602]
 [245.75277819  56.24415483]
 [ 94.8494415   54.65128839]
 [275.78936153  50.96770291]
 [ 41.66064041  49.90505166]
 [193.03582504 127.44992684]
 [152.17371034 123.16673695]
 [193.69405644 179.88984608]
 [140.35277545 172.72516478]
 [192.05914925 214.27852341]
 [141.34045755 214.01634328]]"
241,"[[152.71523185  48.66430393]
 [157.08245004  42.51496203]
 [151.20622251  42.90369747]
 [169.14041519  39.71299467]
 [150.22111758  42.037949  ]
 [195.30525508  57.63328796]
 [138.98124343  59.15440428]
 [244.1992865   56.39789298]
 [ 95.24195398  54.1571825 ]
 [272.36752857  51.44084986]
 [ 44.93492637  49.16550603]
 [192.92504884 127.56437367]
 [152.85431023 123.02122382]
 [193.35287086 179.95367557]
 [140.58083166 171.34756198]
 [192.02052188 214.06057775]
 [141.63993875 214.08714962]]"
242,"[[152.68382003  48.64705334]
 [157.10901191  42.47847347]
 [151.18215272  42.92902279]
 [169.04461366  39.62196173]
 [150.25814254  42.01994672]
 [195.39088918  57.627579  ]
 [138.90720023  59.14796606]
 [244.34379     56.43955875]
 [ 95.63524749  54.48346342]
 [272.51795871  51.43363571]
 [ 45.80668533  49.46843243]
 [193.10558572 127.92033163]
 [153.01671505 123.25698257]
 [193.25359811 180.05885466]
 [140.59875922 170.95309479]
 [191.69210244 214.12190727]
 [142.0054632  214.5935691 ]]"
243,"[[152.88815896  47.65966633]
 [156.55721954  42.07059446]
 [151.22493277  42.51941033]
 [168.32544628  39.43316387]
 [151.48849764  41.57633518]
 [195.2156681   58.00142709]
 [138.78815433  59.36923645]
 [244.82317438  56.7108178 ]
 [ 96.35774684  54.73523778]
 [274.34293668  51.5753419 ]
 [ 47.36526272  54.05539108]
 [192.88844366 127.0350793 ]
 [152.8981673  122.26513232]
 [192.8533763  180.3414694 ]
 [140.37798986 168.80060871]
 [192.04780927 213.64106379]
 [140.60049886 212.75764909]]"
244,"[[153.14314805  47.60535057]
 [156.72305286  42.10064046]
 [151.40134052  42.5475601 ]
 [168.31815268  39.37453184]
 [151.38908497  41.59995526]
 [195.00128283  57.99705584]
 [138.68906322  59.34748801]
 [245.02806359  56.78626922]
 [ 96.3884671   54.92186448]
 [274.00164414  51.74961179]
 [ 47.72527224  54.05555603]
 [192.87031933 127.19513268]
 [152.87122568 122.3858962 ]
 [193.36718627 180.80488974]
 [140.49439367 169.22038462]
 [192.35421003 214.02668575]
 [141.09653667 213.11882585]]"
245,"[[154.36709485  47.9677055 ]
 [157.90767751  41.64219041]
 [151.57477957  42.28050771]
 [169.28789345  39.36692376]
 [151.24178835  41.65291668]
 [195.1425694   57.66793889]
 [138.18109445  59.20028719]
 [243.83394368  58.45841138]
 [ 96.83916147  55.32249569]
 [273.85778174  52.97640317]
 [ 46.02916132  56.81244896]
 [193.64771301 127.45631948]
 [153.47858829 122.05634529]
 [193.0129103  180.45688281]
 [140.96643737 168.7883096 ]
 [191.82647214 213.41554007]
 [140.92402159 213.25142111]]"
246,"[[154.22592399  47.71349013]
 [157.6886811   41.40915555]
 [151.35272533  42.03368194]
 [168.99847676  39.25630267]
 [151.31917494  41.4662907 ]
 [194.9601099   57.61446525]
 [138.32161278  59.18126336]
 [243.69011693  58.32078723]
 [ 97.22165721  55.22533417]
 [273.60821861  53.01184523]
 [ 46.30427539  57.11744953]
 [193.75035876 127.03605889]
 [153.40755348 121.76050612]
 [192.74813858 180.0877431 ]
 [140.87002333 167.84912576]
 [191.5971862  213.42625947]
 [141.18867324 213.63938243]]"
247,"[[154.54072293  47.3093761 ]
 [158.41617267  41.90267471]
 [151.93848634  42.24778919]
 [169.46525107  39.73771299]
 [148.92068629  42.55724999]
 [195.22260381  57.61203582]
 [138.4576145   59.6998416 ]
 [234.8260703   58.52373702]
 [100.47964793  55.98901775]
 [269.11776182  54.71320718]
 [ 50.39927724  60.97750065]
 [193.20473335 127.42378327]
 [154.25952516 121.65505972]
 [192.68221843 179.6672264 ]
 [140.91332675 167.29912258]
 [191.62248572 213.37975255]
 [141.02957617 214.29751324]]"
248,"[[154.57935569  47.43953252]
 [158.60182321  41.92124347]
 [151.92065599  42.22119345]
 [169.6342845   39.7432201 ]
 [148.75304404  42.49104099]
 [195.45438822  57.62794218]
 [138.34613195  59.75891278]
 [239.17537776  59.05212488]
 [100.75790156  56.0099928 ]
 [269.32111992  54.80871773]
 [ 50.91141214  61.09734463]
 [193.35872753 127.61002074]
 [154.0907339  121.96271325]
 [192.90089766 179.8784354 ]
 [140.7597335  167.3712981 ]
 [191.5407305  213.48005903]
 [140.87043503 214.2249966 ]]"
249,"[[154.5708983   47.45990274]
 [159.27719192  42.24928244]
 [152.18706309  42.03931927]
 [170.41456816  40.56005609]
 [149.00369276  42.30339491]
 [195.36912546  57.8019254 ]
 [138.18268206  59.75638784]
 [234.88395889  58.60105501]
 [ 99.56657477  58.15001771]
 [269.19886382  54.34966104]
 [ 53.17434778  60.12182986]
 [192.54867079 127.85475277]
 [153.17159554 122.4450768 ]
 [193.86598927 180.40616996]
 [140.65794446 169.74417116]
 [192.10583441 214.35644623]
 [141.48659979 215.20040249]]"
250,"[[154.58589853  47.46655873]
 [159.31640489  42.14787411]
 [152.17511699  42.02481934]
 [170.27476829  40.30231015]
 [149.01753323  42.16686466]
 [195.36118606  57.66579595]
 [138.15695806  59.69526054]
 [234.8049941   58.47849366]
 [ 99.55029974  58.02336002]
 [269.52333988  54.45139819]
 [ 52.81809336  59.88169335]
 [192.42882368 127.57017017]
 [153.17277952 122.34830921]
 [193.55779976 180.55189705]
 [140.61361851 169.40513245]
 [191.60802635 214.34235833]
 [141.08043117 215.32449762]]"
251,"[[155.69953734  48.05139444]
 [159.85233882  42.97001536]
 [152.96629126  42.51892994]
 [171.6264276   40.96015555]
 [150.17378257  42.08645091]
 [194.93602531  58.03687313]
 [136.78612634  59.90627782]
 [234.77531251  58.10205118]
 [ 99.62039477  59.16659125]
 [270.04471521  54.6208575 ]
 [ 49.76904833  60.65564452]
 [193.17995451 127.16066045]
 [152.76520929 121.90890211]
 [193.78093909 180.03670686]
 [140.8007951  169.85206112]
 [191.86975068 214.02987158]
 [140.91545623 214.41542951]]"
252,"[[155.61151107  47.82155156]
 [159.73753086  42.77189298]
 [153.02804864  42.39941985]
 [171.4368965   40.84037958]
 [150.48493741  42.01493809]
 [194.6432928   58.07459377]
 [136.83949965  59.85425548]
 [234.83876311  58.30321397]
 [ 99.70418898  59.73508506]
 [270.60980294  54.96958358]
 [ 49.63490197  60.65835755]
 [193.17290983 127.67674269]
 [152.84108059 122.11026749]
 [193.66087134 180.19735711]
 [141.10789817 170.24459085]
 [191.3221421  213.91291898]
 [141.15335967 214.39234227]]"
253,"[[155.0739892   47.57477643]
 [158.97707787  43.23565914]
 [153.12633384  42.65925266]
 [171.42682459  41.65830658]
 [150.50648048  42.61049211]
 [194.79568189  58.23981423]
 [137.71709913  60.35849367]
 [236.80991881  53.34206548]
 [ 98.62048335  61.3811777 ]
 [270.54709837  55.08212767]
 [ 44.26645081  62.28744559]
 [193.33262076 126.30944627]
 [153.10036228 121.98280385]
 [193.98706543 191.81694378]
 [140.68759006 171.36033641]
 [192.3955175  213.80757782]
 [141.15396444 214.97642918]]"
254,"[[155.28853525  47.56577927]
 [159.2008102   43.14942248]
 [153.02442741  42.67932806]
 [171.35899057  41.65130115]
 [150.16156268  42.70563297]
 [194.59423967  58.33549552]
 [137.95138335  60.25137059]
 [236.5465423   53.38422973]
 [ 98.63389866  60.98641389]
 [270.04253561  55.11029625]
 [ 45.1962524   63.18087466]
 [193.32194744 126.16264988]
 [153.00098156 122.22842038]
 [193.22536286 179.78655815]
 [140.84741535 171.17867421]
 [191.35247891 213.98084226]
 [141.47878686 214.96434748]]"
255,"[[156.18258466  47.84393305]
 [159.91631616  43.4841424 ]
 [153.92002911  42.97173977]
 [173.5034945   41.34691337]
 [150.44659191  42.3331631 ]
 [195.00042041  57.72544229]
 [137.52038544  60.51813902]
 [236.53259016  54.82360761]
 [ 97.98133961  61.98433475]
 [275.58321098  59.01448164]
 [ 47.97455063  65.52806144]
 [194.73530963 125.78503392]
 [152.26985092 122.542145  ]
 [195.05595381 191.14519984]
 [140.84146618 170.43692578]
 [192.59348446 213.73498848]
 [140.79344265 213.55247113]]"
256,"[[156.26823894  47.94446163]
 [159.96610541  43.52595431]
 [153.92797793  43.05183664]
 [173.60001718  41.30479037]
 [150.57578103  42.31496548]
 [195.00386741  57.75844515]
 [137.38687009  60.55309309]
 [236.70099258  54.75032517]
 [ 98.03436176  62.25893119]
 [275.74916741  58.89987492]
 [ 46.61348003  64.75342152]
 [194.61270036 125.36402959]
 [152.41061581 122.29675496]
 [195.23317689 191.18482106]
 [140.93052508 169.70336561]
 [193.01307176 213.57419172]
 [140.46680725 212.97651863]]"
257,"[[156.57901505  47.01770478]
 [160.70923175  42.60502986]
 [153.17675393  41.99638525]
 [174.81385037  40.776048  ]
 [148.33026134  41.66543645]
 [193.99928398  57.78095324]
 [138.37900221  61.05899166]
 [235.88586491  56.60885962]
 [100.76581338  65.36136581]
 [279.30793968  60.42558387]
 [ 49.96527027  68.44488874]
 [193.95500982 123.30776451]
 [153.09825197 122.06205932]
 [193.06436974 177.28785212]
 [141.76416053 169.75814078]
 [192.87355106 212.16566362]
 [140.24506415 212.86768995]]"
258,"[[156.29003764  46.99539854]
 [160.57906669  42.54077967]
 [152.91477498  41.92388054]
 [174.6766445   40.71596974]
 [148.18268083  41.58087645]
 [193.99956921  57.70807161]
 [138.45858657  60.92124018]
 [236.22672354  56.28715397]
 [100.55574021  65.28908756]
 [279.50641118  60.51173263]
 [ 48.82634808  68.47047378]
 [193.88116844 123.2339004 ]
 [152.99988772 121.99535654]
 [192.95598707 176.87008608]
 [141.54777594 168.6989052 ]
 [192.47560976 212.15234875]
 [140.33945667 212.78022302]]"
259,"[[156.21811418  47.10014653]
 [160.32486603  42.64338681]
 [152.83529388  42.39346925]
 [174.11832897  41.01885921]
 [147.91575642  42.49949047]
 [193.4636511   57.46814636]
 [138.67370712  61.50009563]
 [234.3253588   57.65130615]
 [102.43829648  67.98435905]
 [271.44693987  63.9504119 ]
 [ 60.39630597  70.4743271 ]
 [193.2987764  122.31127469]
 [153.29744933 121.59086885]
 [193.01254637 175.71617416]
 [141.47665166 168.18007022]
 [191.41033117 211.81626688]
 [139.86309044 212.87757338]]"
260,"[[156.29583847  47.07309428]
 [160.37380244  42.6421493 ]
 [152.84839335  42.36210435]
 [174.19293724  41.0927226 ]
 [147.97911217  42.48990006]
 [193.48058337  57.35080127]
 [139.91536554  61.29811386]
 [234.6303186   57.69148952]
 [102.40568185  68.01695169]
 [272.15663882  64.19035306]
 [ 58.88327076  70.0213393 ]
 [193.393733   122.2213682 ]
 [153.29056845 121.3656508 ]
 [193.05183165 175.3749538 ]
 [141.56388548 167.39156342]
 [191.58085938 211.82564025]
 [139.72645469 212.58171864]]"
261,"[[155.90156347  46.72980142]
 [160.67171251  42.00888838]
 [152.98958205  41.81318204]
 [173.43568739  40.59253877]
 [147.59205743  42.10519547]
 [193.23351215  57.62572328]
 [140.0226944   61.5615608 ]
 [231.92360075  61.16643669]
 [101.50388813  68.69908928]
 [266.83122477  66.82116239]
 [ 59.16624417  71.59616593]
 [192.7672     122.27948511]
 [152.51352795 121.78631833]
 [192.71007696 175.92258615]
 [141.61769202 168.76056642]
 [191.83717237 212.54591666]
 [140.40856751 213.34777559]]"
262,"[[155.91310123  46.68310821]
 [160.73075935  41.95504215]
 [152.96878704  41.7947927 ]
 [173.58847472  40.33826407]
 [147.66202598  41.89368985]
 [193.2440886   57.38677834]
 [139.88334727  61.4918205 ]
 [231.60553912  61.06247448]
 [101.5969813   68.78424687]
 [266.6239797   66.72128783]
 [ 58.01114383  71.65458887]
 [192.72009102 121.8093755 ]
 [152.66280202 121.49159007]
 [192.66239483 175.43822187]
 [141.63567238 167.69364331]
 [191.81758018 212.34369252]
 [140.22017801 212.9652729 ]]"
263,"[[154.62910037  46.25117504]
 [159.93597074  41.70876187]
 [152.52134559  41.48066402]
 [172.15882606  40.40146196]
 [147.59208636  42.03300765]
 [193.28140013  57.07440264]
 [141.21622232  61.59787645]
 [229.53475717  62.51365517]
 [104.92083767  69.18398242]
 [267.41655793  69.20486884]
 [ 68.51389454  73.70490624]
 [191.94566537 120.66190759]
 [153.25959053 119.62621219]
 [192.85584113 173.79947613]
 [140.86599813 164.97214324]
 [191.62226103 211.63383925]
 [139.62606422 212.30737397]]"
264,"[[154.85590264  46.2666835 ]
 [160.09321314  41.78446796]
 [152.55866385  41.53523083]
 [172.3305517   40.33335962]
 [147.81789301  41.86739145]
 [193.56145194  56.84747176]
 [141.14294064  61.6645984 ]
 [230.29931272  62.71071441]
 [104.75743891  69.12078308]
 [267.77898788  69.4814686 ]
 [ 67.41596226  73.34324001]
 [192.05090915 120.72449704]
 [153.35200124 119.61612728]
 [192.69550189 173.86830557]
 [141.03868273 164.4611825 ]
 [191.11619538 211.50096183]
 [139.57142452 212.21913002]]"
265,"[[151.62533352  51.11263617]
 [161.24148003  41.41250525]
 [153.98111579  41.50523547]
 [172.24224692  39.79343158]
 [147.99457051  41.79493812]
 [186.79342658  53.8604368 ]
 [140.16237823  60.22764344]
 [230.86713676  65.02314969]
 [102.81308558  71.95328814]
 [268.50277414  74.66052693]
 [ 50.73813791  77.62783087]
 [191.80557152 119.53807676]
 [153.23721733 119.50590121]
 [200.22358637 176.13568017]
 [140.24428783 165.86123434]
 [198.86710772 211.84515894]
 [138.29424567 212.76407791]]"
266,"[[151.7172185   51.30691002]
 [161.26979735  41.6617554 ]
 [154.18260475  41.67250916]
 [172.52878506  39.73115323]
 [148.16776268  41.58751363]
 [189.15584485  56.99785009]
 [135.68282448  61.38317595]
 [230.80306356  65.10910021]
 [102.63146832  71.97023812]
 [268.99975274  74.59985904]
 [ 51.1615348   77.71307708]
 [192.00250182 119.7569416 ]
 [153.26646603 119.40370283]
 [192.97100075 175.32742135]
 [140.07737413 164.93037293]
 [191.60121712 213.52692515]
 [138.54431888 213.04718859]]"
267,"[[152.77152879  49.94140204]
 [160.94587906  42.05360432]
 [154.31676457  42.26061499]
 [172.72619097  40.08191661]
 [148.30507753  42.14926463]
 [188.75470209  57.34694224]
 [136.73481557  62.03063873]
 [230.42148742  66.59311591]
 [100.26873925  72.49827401]
 [266.59139467  79.05833205]
 [ 49.07068537  84.0141543 ]
 [192.16370887 120.93918841]
 [153.46145588 120.22353258]
 [193.27155762 175.74836165]
 [139.74974715 165.85240864]
 [191.65274584 214.04215875]
 [137.74915053 213.91442128]]"
268,"[[152.58464281  50.09541294]
 [160.94666042  42.14204722]
 [154.25603578  42.36838558]
 [172.65840404  40.16847051]
 [148.381375    42.20739674]
 [189.25246373  57.28362353]
 [136.625109    61.9305124 ]
 [230.49518484  66.78394854]
 [100.10763176  72.82030449]
 [266.35091069  79.01250701]
 [ 48.81149181  83.48701444]
 [192.00823606 120.92175098]
 [153.48262458 120.15266076]
 [193.39389579 176.18283929]
 [139.60645925 166.07969113]
 [191.74343877 214.29480635]
 [137.73113519 213.79137519]]"
269,"[[152.21283553  51.31314929]
 [160.41386926  41.58762721]
 [153.66196807  42.10914204]
 [171.33732103  40.36023896]
 [147.86189942  42.84272825]
 [185.67624389  53.34676519]
 [136.17684582  62.17868095]
 [228.97558191  68.46779583]
 [102.24818147  72.6799456 ]
 [263.07116164  82.37642505]
 [ 56.64105411  88.05763218]
 [190.29781646 120.91800138]
 [154.33196325 118.43697252]
 [192.98594313 172.03090858]
 [139.78570451 162.24279851]
 [192.31916823 212.73664474]
 [137.40525727 211.7810936 ]]"
270,"[[152.26657076  51.2578467 ]
 [160.52019409  41.57651461]
 [153.68203217  42.11098474]
 [171.32215532  40.43907626]
 [147.90756273  42.89079679]
 [192.47249239  57.43015947]
 [142.86293501  62.31110619]
 [229.35831377  68.48389935]
 [102.06859312  72.93471154]
 [262.6447456   82.40085832]
 [ 56.1624178   88.09307967]
 [195.60622164 119.04217664]
 [154.19394675 119.94239491]
 [192.59065501 171.08984136]
 [139.71781432 161.14802361]
 [192.40816995 212.27121097]
 [137.58262835 211.96620461]]"
271,"[[152.33196686  51.2173233 ]
 [160.74617918  41.33446378]
 [153.82360229  41.62346176]
 [170.78587394  40.14928173]
 [147.91958686  42.34359057]
 [193.45887615  58.34926329]
 [142.2181687   62.30242157]
 [231.29932101  71.23937191]
 [100.43501992  78.17510003]
 [259.61951204  84.10425758]
 [ 58.56765312  88.39863948]
 [196.08422426 119.76354043]
 [153.33818533 120.75560334]
 [192.20605906 173.46875089]
 [139.63523469 165.34356081]
 [190.9190303  215.13570302]
 [137.92846744 212.29873927]]"
272,"[[152.27214489  51.57129169]
 [160.76758014  41.47276004]
 [153.83565232  41.78089615]
 [170.69705385  40.44996676]
 [147.84219287  42.67280809]
 [187.95659615  54.95012638]
 [136.65700786  61.84741961]
 [231.15256357  71.51299166]
 [107.68228974  75.31598377]
 [259.31545099  83.9494769 ]
 [ 59.78836147  90.38318555]
 [189.67218154 121.12194938]
 [153.80968312 118.50081792]
 [192.27860411 173.31295444]
 [139.62192836 165.10278511]
 [190.85797053 215.25032132]
 [137.82889836 212.34773965]]"
273,"[[151.94210757  50.99277628]
 [160.0035377   40.56315258]
 [152.65495983  40.96027782]
 [170.07182996  39.63442796]
 [147.63521622  41.99728236]
 [193.94208022  60.99157083]
 [140.26190425  61.11549088]
 [229.08032518  82.26463555]
 [101.97745284  80.34756095]
 [257.2197486   89.99372193]
 [ 64.01773706  95.47978541]
 [196.89125176 120.34921872]
 [153.16179541 122.17529763]
 [192.27674136 169.04042653]
 [140.49124468 159.61615135]
 [191.1931326  215.94239478]
 [137.15193669 212.660302  ]]"
