,keypoints
199,"[[100.76909065  99.70282219]
 [109.87937767  96.87532011]
 [ 98.96442379  94.64956429]
 [124.19242281  99.36057055]
 [ 94.92990697 102.68479728]
 [143.49234741 141.8624579 ]
 [ 81.64131789 141.69241333]
 [143.17234555 202.01681752]
 [ 78.12038978 202.02117134]
 [115.44546    252.70439043]
 [ 86.58189026 248.27162648]
 [131.19741082 231.82085379]
 [ 94.39512114 234.67958339]
 [149.05094938 314.21768495]
 [ 81.26300248 312.41598144]
 [165.67979163 401.14227823]
 [ 78.59166824 377.44443377]]"
200,"[[100.07515753 100.19448786]
 [109.42462146  97.44432575]
 [ 98.45682923  95.37325243]
 [123.43010369  99.07059424]
 [ 92.2593624  100.8332232 ]
 [142.34649239 141.69858856]
 [ 80.77279529 141.66393852]
 [143.0031498  201.60175817]
 [ 78.25094906 201.70506525]
 [115.38523991 252.31329217]
 [ 87.63588511 247.91518033]
 [131.41414047 231.99816205]
 [ 94.30861806 235.07386534]
 [149.46536766 314.58103929]
 [ 80.75691595 311.69217028]
 [166.54405135 401.40372758]
 [ 78.52325291 376.61366859]]"
201,"[[100.08405514 100.14764177]
 [109.3760858   97.43735579]
 [ 98.45069647  95.37941702]
 [123.42045041  99.14919354]
 [ 92.32347885 100.86951553]
 [142.30629857 141.66559316]
 [ 80.68333946 141.72374449]
 [142.94916843 201.71690237]
 [ 78.48348958 201.57793983]
 [115.52794676 251.89413293]
 [ 89.51684999 243.17038823]
 [131.40254717 231.87236527]
 [ 94.23744456 234.78590123]
 [149.31605158 314.62444569]
 [ 80.88520617 311.89264353]
 [166.4495243  401.03812976]
 [ 78.72167241 376.59575851]]"
202,"[[ 99.70380386 100.68869005]
 [108.52320698  97.63799684]
 [ 98.08242484  95.54036997]
 [123.08467382  99.09376884]
 [ 91.09907659 100.86047162]
 [142.20808974 142.15955104]
 [ 80.27739762 142.25946339]
 [143.23516055 201.57238638]
 [ 78.84763028 201.95570623]
 [115.95453727 253.44274268]
 [ 90.00195065 243.4081407 ]
 [131.48371214 232.24869596]
 [ 93.68930833 237.09538139]
 [150.22661656 314.26406848]
 [ 77.49021261 311.09274145]
 [167.27830423 399.39663492]
 [ 74.28364606 375.23237817]]"
203,"[[ 99.71892819 100.730938  ]
 [108.60521993  97.66740192]
 [ 98.0872948   95.55972401]
 [123.05308573  99.05702767]
 [ 91.08820049 100.88633648]
 [142.0388087  142.05347546]
 [ 80.34548641 142.2601785 ]
 [143.12541588 201.56330128]
 [ 78.95951671 202.0488782 ]
 [115.83016807 253.47431746]
 [ 89.8970213  243.47390091]
 [131.63361098 232.3287104 ]
 [ 93.50710137 236.95451989]
 [150.2511756  314.10514591]
 [ 77.57889677 311.17534937]
 [167.09680298 399.02916423]
 [ 74.50490664 374.93640643]]"
204,"[[ 99.80546791 100.93688647]
 [107.99300856  97.5860005 ]
 [ 97.29927512  95.73857504]
 [122.46207347  99.31551431]
 [ 90.12232294 101.23836705]
 [141.01366375 142.60784667]
 [ 80.26500814 142.47629983]
 [143.24130464 201.9377735 ]
 [ 79.0318304  202.16265119]
 [116.40213498 255.20084488]
 [ 90.24043202 242.05738945]
 [131.85722957 232.93240176]
 [ 94.10260375 237.72062498]
 [149.69778757 316.77965255]
 [ 76.31310469 310.77319912]
 [166.85657301 400.09051359]
 [ 74.45053077 375.31546443]]"
205,"[[ 99.80718453 100.84403843]
 [108.07177787  97.46626091]
 [ 97.29452644  95.67468428]
 [122.36937632  99.26103943]
 [ 90.169103   101.21749013]
 [140.82072529 142.55451104]
 [ 80.29065873 142.44767231]
 [143.20674579 202.0726485 ]
 [ 79.03464788 202.14196918]
 [116.2495003  255.1126842 ]
 [ 90.1215032  241.65650746]
 [131.76900656 233.04693928]
 [ 93.9988819  238.27445814]
 [149.55230722 316.55679667]
 [ 76.39257804 310.77639036]
 [166.3854305  399.95615124]
 [ 74.50951404 375.79197547]]"
206,"[[ 98.02736392 104.6013643 ]
 [106.54521877  96.02508731]
 [ 95.41202621  97.69605003]
 [121.35076197  99.61951288]
 [ 88.52122892 102.13322201]
 [140.89847537 143.29287221]
 [ 79.9521153  143.70691997]
 [143.0604791  203.52598898]
 [ 78.75523967 203.27065928]
 [116.93873006 255.80033479]
 [ 90.4062745  243.2695666 ]
 [131.47292167 232.8652525 ]
 [ 89.75866711 236.80311561]
 [148.86091703 317.09563922]
 [ 75.45127261 310.38947298]
 [166.99207955 398.8203306 ]
 [ 75.14071879 376.28131187]]"
207,"[[ 96.96629803 106.53839302]
 [104.96927937  97.56721265]
 [ 91.94017536  97.63447687]
 [120.24445304 100.2760883 ]
 [ 87.87780687 103.06919118]
 [140.66782338 144.31669014]
 [ 79.78627548 144.68648187]
 [143.39481896 203.95553555]
 [ 79.78165209 206.59533964]
 [117.31209089 256.23212037]
 [ 90.7852783  245.03489268]
 [130.92654969 233.11118828]
 [ 89.62560988 237.99336034]
 [148.27184129 317.64536082]
 [ 75.09908558 312.83760926]
 [168.61207382 397.31294006]
 [ 76.15419663 378.24010557]]"
208,"[[ 96.96590619 106.53904911]
 [104.96977249  97.56741305]
 [ 91.9411901   97.63569023]
 [120.24673275 100.27567379]
 [ 87.87934756 103.07315381]
 [140.6716791  144.31931863]
 [ 79.78830663 144.69039166]
 [143.39269451 203.94809549]
 [ 79.7735115  206.59039836]
 [117.32117241 256.24106958]
 [ 90.76873856 245.04833434]
 [130.91474098 233.12056436]
 [ 89.62650451 237.99507606]
 [148.24287877 317.68407438]
 [ 75.11831218 312.816254  ]
 [168.5873815  397.31619788]
 [ 76.16270107 378.24252405]]"
209,"[[ 95.7651202  109.15206701]
 [103.65754122 100.1840295 ]
 [ 91.5305409  100.04358183]
 [119.46919201 102.18399367]
 [ 87.38576679 104.8431192 ]
 [140.75195079 145.23517541]
 [ 79.9299326  146.32093127]
 [143.99888975 203.80191044]
 [ 79.70575324 206.97514844]
 [117.90782783 257.28567829]
 [ 91.21937367 249.14730962]
 [131.5172196  235.08773627]
 [ 90.27194364 239.44590198]
 [148.70259806 318.79711709]
 [ 73.39335258 313.49486205]
 [167.78481658 399.538939  ]
 [ 75.55200106 375.69624639]]"
210,"[[ 95.76927712 109.15218368]
 [103.66362666 100.18038462]
 [ 91.53493556 100.04542383]
 [119.47083399 102.18090674]
 [ 87.3874131  104.84533248]
 [140.75913178 145.23311517]
 [ 79.92626214 146.32546969]
 [144.00890421 203.80072796]
 [ 79.70707268 206.97668024]
 [117.90714812 257.28155507]
 [ 91.24712737 249.13211655]
 [131.51824084 235.0859382 ]
 [ 90.25016144 239.41903651]
 [148.77930191 318.70341943]
 [ 73.49357057 313.43211602]
 [167.89554883 399.3995393 ]
 [ 75.64556917 375.63347291]]"
211,"[[ 95.7297177  109.24484092]
 [103.53942539 100.1885391 ]
 [ 91.50367216 100.12902344]
 [119.58335216 102.27509991]
 [ 87.43659982 104.89232338]
 [141.02390212 145.37678085]
 [ 79.93718556 146.21055609]
 [143.86593481 203.9725459 ]
 [ 79.59898466 206.90979589]
 [118.10226233 257.33039139]
 [ 91.23832306 249.3519459 ]
 [131.44219022 235.15607556]
 [ 90.18541658 239.43942066]
 [149.05864482 319.24019899]
 [ 73.83870856 313.66784805]
 [168.38900465 399.14897793]
 [ 75.62815714 376.75276496]]"
212,"[[ 93.97158534 109.35798047]
 [102.27795151 101.35627698]
 [ 90.59470251 102.76047093]
 [119.21737224 105.62076424]
 [ 86.84668543 107.39032541]
 [139.61251508 148.44171936]
 [ 80.88408997 148.12757743]
 [142.60749032 206.59017073]
 [ 84.0826692  201.32323533]
 [111.39848839 259.25410817]
 [ 89.81924057 246.89439545]
 [132.49941139 236.2346844 ]
 [ 90.87881525 239.39657976]
 [153.21673917 325.80000827]
 [ 70.18533197 314.11037543]
 [172.41528093 398.11139064]
 [ 73.80461086 375.35226325]]"
213,"[[ 93.91549285 109.34472686]
 [102.59428824 102.86267652]
 [ 90.67833729 102.75112642]
 [119.27530795 105.6207265 ]
 [ 86.93322965 107.33159143]
 [139.69320692 148.51460462]
 [ 80.90254291 148.11468824]
 [142.64543841 206.52434081]
 [ 83.9964027  201.31238236]
 [111.34358874 259.30700458]
 [ 89.80787733 247.01928358]
 [132.43416157 236.3258675 ]
 [ 90.6322786  239.36861486]
 [153.0519176  326.03631679]
 [ 69.72261926 314.18829806]
 [172.59800967 399.02480698]
 [ 73.62175551 375.02036016]]"
214,"[[ 94.45129925 110.58938366]
 [102.32836371 103.6170845 ]
 [ 90.66880828 105.27025449]
 [119.41416175 109.4473679 ]
 [ 87.07252809 110.20078453]
 [138.79015979 151.39949178]
 [ 81.22922797 150.91917321]
 [142.53024537 210.74706824]
 [ 79.1022089  209.58050872]
 [112.18030867 262.06214194]
 [ 89.64336229 247.84080033]
 [131.43478399 237.58804081]
 [ 93.46424934 240.57430246]
 [155.50604888 328.33465573]
 [ 66.71137217 315.7606335 ]
 [164.28379879 401.58212428]
 [ 71.23612117 375.16780523]]"
215,"[[ 94.4649522  110.60954409]
 [102.31077108 103.58946686]
 [ 90.65904121 105.24978729]
 [119.39633255 109.57932274]
 [ 87.05037238 110.26829203]
 [138.54301972 151.38634111]
 [ 81.31618885 150.90473507]
 [142.5047867  210.66298686]
 [ 79.45958709 209.19012833]
 [112.06748797 262.00866082]
 [ 89.50528417 247.67869681]
 [131.40555691 237.26072351]
 [ 93.5568865  240.55081079]
 [155.72037771 327.89536661]
 [ 66.73534879 315.78358643]
 [164.10238017 401.83456196]
 [ 71.3061958  375.36001557]]"
216,"[[ 93.65547251 116.54068314]
 [ 99.37326375 108.8740781 ]
 [ 88.78618414 110.87845717]
 [118.62111817 113.50463517]
 [ 86.03322691 115.81434078]
 [134.45107226 150.46435714]
 [ 78.36943739 157.45982405]
 [140.39615726 211.03520771]
 [ 83.38479774 210.70414807]
 [111.99594862 263.48309644]
 [ 91.41291121 249.44436501]
 [131.36475434 238.71138334]
 [ 85.65618362 251.75477372]
 [156.77867143 327.37762264]
 [ 65.7720919  305.30714611]
 [164.92380652 399.9092029 ]
 [ 68.569009   375.25394548]]"
217,"[[ 93.55050185 116.57678743]
 [ 99.28524664 108.99741178]
 [ 88.75114183 110.95982839]
 [118.56112066 113.60941434]
 [ 86.04153609 115.84621204]
 [134.35620935 150.4739144 ]
 [ 78.18111366 157.53949603]
 [140.3341939  211.07987826]
 [ 71.05173813 211.66844622]
 [112.0643946  263.69003042]
 [ 89.12949574 251.49090161]
 [131.56802614 238.36272382]
 [ 88.18015164 240.74449252]
 [156.94829899 326.33907867]
 [ 65.53349291 304.97657992]
 [165.09737243 398.90197772]
 [ 68.7095859  375.38377352]]"
218,"[[ 91.39240247 120.7843906 ]
 [ 96.37561563 113.90230507]
 [ 87.39679    115.27673828]
 [117.16178089 117.57516137]
 [ 85.39996436 120.10563534]
 [134.54818288 154.0114974 ]
 [ 77.41570384 156.79760321]
 [139.86619274 212.96141709]
 [ 70.73687811 214.29489891]
 [112.52454171 266.68641964]
 [ 87.47204446 254.61306161]
 [132.19297917 237.95446423]
 [ 89.00635465 241.93616748]
 [158.09216085 324.31893177]
 [ 65.47505574 307.30869492]
 [165.277313   398.10835312]
 [ 68.00174653 377.21890068]]"
219,"[[ 91.40559427 120.69349299]
 [ 96.42595652 113.84146006]
 [ 87.41365194 115.2575963 ]
 [117.26454848 117.57404718]
 [ 85.38385111 120.11053544]
 [134.47530143 153.96009092]
 [ 77.48994605 156.69981526]
 [139.7600599  212.23984529]
 [ 70.78064776 213.81297854]
 [112.62360019 266.47037037]
 [ 86.96463449 253.6543052 ]
 [131.98311214 238.23290265]
 [ 89.17288751 242.26377302]
 [158.15412421 324.78180864]
 [ 66.01276102 307.36751744]
 [164.71802344 399.17598272]
 [ 70.32963015 379.40352738]]"
220,"[[ 90.56032592 126.00310608]
 [ 97.36257858 118.43999582]
 [ 87.4866605  119.13587639]
 [115.43613757 123.24967277]
 [ 82.23062554 121.18760219]
 [133.38630187 160.23727953]
 [ 80.10483062 164.36430894]
 [142.44537961 226.47094147]
 [ 81.09712334 218.69578953]
 [112.11468551 272.25561639]
 [ 90.25797933 256.64142896]
 [132.39062665 244.34946704]
 [ 87.35904766 252.34303319]
 [147.44280747 318.65369779]
 [ 63.17853705 303.95545876]
 [168.70964225 400.04031566]
 [ 68.19001378 378.09528761]]"
221,"[[ 90.54298253 125.96993773]
 [ 97.26520073 118.36933963]
 [ 87.45770464 119.03020024]
 [115.41113839 123.28249249]
 [ 82.25371186 121.16974496]
 [133.36400922 160.41735833]
 [ 80.02767696 164.3976667 ]
 [142.36639138 226.69473208]
 [ 81.19466512 218.43385155]
 [111.84719764 272.81415406]
 [ 90.16569001 256.24423612]
 [132.0294019  245.08535551]
 [ 87.09921557 252.34597051]
 [147.00128588 318.71649735]
 [ 63.33487419 303.9173107 ]
 [168.65784263 400.4420164 ]
 [ 68.19350232 377.94145044]]"
222,"[[ 88.89027264 128.58216434]
 [ 97.68956285 121.90822554]
 [ 86.08630733 122.29392888]
 [114.29908953 125.50596039]
 [ 80.70254341 125.72857882]
 [132.792772   167.4246747 ]
 [ 77.56003534 167.83342225]
 [142.17838419 223.68639388]
 [ 72.72335476 224.75250437]
 [114.25466848 278.7488752 ]
 [ 86.7322409  269.36959411]
 [132.54040054 254.41333787]
 [ 88.50058265 255.61699629]
 [153.19747525 326.98377271]
 [ 62.49386272 303.28347477]
 [171.11810335 402.03955374]
 [ 68.27899631 377.6231798 ]]"
223,"[[ 88.97552757 128.47594327]
 [ 97.67878004 121.89372769]
 [ 86.02995395 122.32905452]
 [114.43000932 125.45084727]
 [ 80.6530155  125.78041285]
 [132.44644826 167.46927731]
 [ 77.5673656  167.9628893 ]
 [142.18857792 223.76712137]
 [ 72.61772437 224.72679599]
 [114.43819822 278.91023272]
 [ 86.75680494 268.98928432]
 [132.57145352 254.41275315]
 [ 88.58275088 255.44354017]
 [153.35781604 327.30561034]
 [ 62.35298311 303.48879048]
 [171.28922228 401.76942627]
 [ 68.84360256 377.97380073]]"
224,"[[ 88.79991052 131.87946246]
 [ 95.71544036 127.275059  ]
 [ 84.71058666 127.72139254]
 [114.78514379 131.14617022]
 [ 79.36554651 131.30507082]
 [134.01949982 174.34552449]
 [ 74.28700998 173.78693192]
 [139.34520713 229.404917  ]
 [ 73.31961149 232.16625481]
 [113.0294434  281.15621846]
 [ 86.6380014  272.61919995]
 [136.1533036  255.33010467]
 [ 93.38989983 260.70954938]
 [153.16106751 328.61208463]
 [ 63.03829717 318.32662893]
 [171.26322252 400.58418459]
 [ 68.43094729 377.60398979]]"
225,"[[ 88.76098283 132.06609189]
 [ 95.57223239 127.33513949]
 [ 84.62110717 127.8593881 ]
 [114.71138671 131.04159418]
 [ 79.30121015 131.371984  ]
 [133.91629309 174.34469683]
 [ 74.20715812 173.80387502]
 [139.39591654 229.52895207]
 [ 73.42217117 232.14096369]
 [113.07093268 281.49736688]
 [ 86.63489004 272.92538092]
 [135.73272789 255.29915303]
 [ 93.40682741 260.46043059]
 [152.93912654 328.9430873 ]
 [ 65.35974941 328.72772982]
 [170.9199624  400.69650814]
 [ 65.77158586 383.78002249]]"
226,"[[ 87.55826265 139.44858795]
 [ 94.26608522 132.8446164 ]
 [ 83.20924932 133.09810033]
 [113.85060486 138.62388772]
 [ 81.69968143 140.34920251]
 [130.86031346 174.51982749]
 [ 74.42234525 177.45724595]
 [138.69046691 233.51050759]
 [ 71.98059677 235.71450891]
 [113.6012957  287.20005268]
 [ 95.28095048 279.07583752]
 [137.06418861 258.9617923 ]
 [ 93.61920505 261.32575248]
 [153.75919662 331.64378822]
 [ 61.62310672 318.86473715]
 [171.87818074 402.22781791]
 [ 68.55682294 379.31034168]]"
227,"[[ 87.60615857 139.41091892]
 [ 94.31272168 132.90763146]
 [ 83.24757126 133.13548215]
 [113.91505917 138.57540003]
 [ 81.78224149 140.23532932]
 [131.0396043  174.59593831]
 [ 74.48157642 177.41375719]
 [138.55578736 233.45795913]
 [ 72.14155197 235.69889996]
 [113.46087322 287.15010457]
 [ 95.4704817  278.72972551]
 [136.85829891 259.5192923 ]
 [ 93.384726   261.39864324]
 [154.00899558 331.34848768]
 [ 61.87707826 319.08010836]
 [172.23742482 402.03073218]
 [ 68.32071449 379.06263253]]"
228,"[[ 87.50969634 145.64937621]
 [ 94.68850316 138.83657674]
 [ 83.77752645 138.52280211]
 [112.33287206 143.98010657]
 [ 81.54264726 144.77588748]
 [130.71184469 179.4579743 ]
 [ 74.54004791 181.36791898]
 [141.39558099 243.18200985]
 [ 71.566549   243.97517463]
 [114.74016631 290.0747711 ]
 [ 84.54767562 281.8300465 ]
 [136.04786663 261.38523383]
 [ 90.93950032 264.63194216]
 [155.1907433  333.41031531]
 [ 61.15110491 318.54821517]
 [171.16076147 401.62920233]
 [ 66.37860058 378.01791127]]"
229,"[[ 87.42098153 145.48850732]
 [ 94.60108114 138.73090608]
 [ 83.81791418 138.40207908]
 [112.28752173 143.89075963]
 [ 81.53066828 144.82425301]
 [130.87616015 179.200933  ]
 [ 74.3547909  181.52905277]
 [141.70172666 242.87625987]
 [ 71.65041784 243.6994992 ]
 [115.03070852 289.96501839]
 [ 84.51795208 282.22598584]
 [135.85959521 261.47669008]
 [ 90.64779992 264.64049744]
 [155.39267399 333.99242975]
 [ 61.03650294 318.44988643]
 [162.95414548 400.63916869]
 [ 66.82276275 378.09455602]]"
230,"[[ 86.86310471 151.44085305]
 [ 94.33120559 144.98980239]
 [ 82.90119645 144.6049926 ]
 [110.39291157 148.64543189]
 [ 81.6571979  151.39521277]
 [128.93423882 188.26077332]
 [ 79.10448927 188.79177434]
 [140.36550211 250.10666305]
 [ 79.73446387 248.3536339 ]
 [117.01509271 294.63327142]
 [ 92.09430025 285.28361743]
 [134.80151977 271.80891226]
 [ 87.21542819 275.99233506]
 [155.66672695 337.19763955]
 [ 56.90409115 314.4706696 ]
 [161.3917524  401.41950811]
 [ 66.07100718 377.8646547 ]]"
231,"[[ 86.82724774 151.41984437]
 [ 94.32873396 145.01062165]
 [ 82.90545267 144.61590185]
 [110.27808088 148.71032875]
 [ 81.6223885  151.39033943]
 [128.66498969 188.29522435]
 [ 79.0985451  189.02380315]
 [140.42697101 249.95820776]
 [ 79.92488005 248.19814689]
 [116.96168044 294.24259455]
 [ 92.04272454 284.89920294]
 [134.91970036 272.27021651]
 [ 87.30033127 275.72611532]
 [155.97846773 336.00139117]
 [ 56.64831437 314.4831031 ]
 [161.49956588 400.35056358]
 [ 66.48026734 377.98251248]]"
232,"[[ 85.11283305 157.22567734]
 [ 93.03235771 150.01976335]
 [ 81.30912181 149.97774805]
 [110.19054707 153.18058055]
 [ 80.89402981 156.24621976]
 [128.9469475  193.74038088]
 [ 79.30400964 194.63219284]
 [137.82207059 249.67735086]
 [ 83.88597432 248.72355396]
 [118.67550737 300.36512279]
 [ 91.77860059 290.73303342]
 [133.94017516 273.4369627 ]
 [ 89.31800548 279.09409641]
 [154.94586553 340.13740101]
 [ 58.59343902 321.54567843]
 [170.33505558 401.93785944]
 [ 67.22096067 379.36977157]]"
233,"[[ 85.19579561 157.23380575]
 [ 93.05388102 150.12866369]
 [ 81.32799856 150.02510199]
 [110.1959493  153.21348467]
 [ 80.78427181 156.1714321 ]
 [129.1567902  193.72071802]
 [ 79.2969526  194.48429962]
 [138.28833048 249.65973588]
 [ 83.70861667 248.44700008]
 [118.60467173 300.47929657]
 [ 91.55375617 291.02205305]
 [134.25278595 273.14486163]
 [ 89.98279847 279.03793326]
 [154.849333   339.7778748 ]
 [ 58.26097038 321.68630179]
 [170.01775659 402.00818759]
 [ 67.02089986 379.18611789]]"
234,"[[ 84.35794615 162.39740837]
 [ 92.05986135 155.32538738]
 [ 81.00310409 155.36764288]
 [109.94095536 159.84831066]
 [ 79.44162529 163.2710902 ]
 [132.51322293 193.90731931]
 [ 79.94398937 200.1165533 ]
 [135.86209316 257.73204237]
 [ 77.19900334 258.19522808]
 [114.24382636 307.18368463]
 [ 87.57941978 303.59195207]
 [134.87056712 273.61846967]
 [ 95.23571545 279.99853746]
 [154.78030293 338.00654369]
 [ 56.66569109 322.03986965]
 [166.55096712 396.7932587 ]
 [ 71.07663403 378.32431734]]"
235,"[[ 84.25256565 162.05226814]
 [ 91.99577122 155.37423057]
 [ 80.96143489 155.28165636]
 [109.74120675 159.68162719]
 [ 79.4822256  163.22852381]
 [132.71784116 194.03774853]
 [ 79.56531211 200.26530438]
 [136.06615663 257.41490136]
 [ 77.25015257 258.14166459]
 [114.50847676 307.08035765]
 [ 87.22213555 303.46533175]
 [134.53337884 274.45489948]
 [ 94.56000202 280.67022908]
 [154.95358263 338.70162953]
 [ 56.9796848  321.95731183]
 [165.62416494 396.51402967]
 [ 70.41242378 378.0956884 ]]"
236,"[[ 84.0158782  166.49884717]
 [ 91.69124987 159.92618087]
 [ 80.76616007 159.54822016]
 [108.05958665 165.24867878]
 [ 79.22873186 167.11089239]
 [128.08598139 197.80893744]
 [ 79.26549645 204.28071437]
 [137.97153394 260.10859013]
 [ 83.31909994 259.41764535]
 [114.68011548 308.71236592]
 [ 96.55022443 302.93558253]
 [133.82896345 276.75752396]
 [ 95.47791525 284.35220385]
 [156.9149955  331.56060039]
 [ 57.04270438 323.03877838]
 [166.36041632 395.70541927]
 [ 69.58048468 379.20071662]]"
237,"[[ 83.99680486 166.59547941]
 [ 91.68234977 159.99334214]
 [ 80.78737518 159.62683045]
 [108.22896598 165.26461887]
 [ 79.21319037 167.09417508]
 [128.04812859 197.89763137]
 [ 79.2606105  204.42947231]
 [138.04308128 260.49249401]
 [ 83.15810876 259.12903818]
 [114.56962979 308.68759294]
 [ 96.49974959 302.85608967]
 [133.42441215 276.64496707]
 [ 95.70176409 284.21261816]
 [156.76966725 330.90570774]
 [ 57.43371448 323.24321151]
 [167.03452842 394.73217363]
 [ 69.72600534 379.20899876]]"
238,"[[ 85.66678218 173.24185649]
 [ 93.18529693 166.29706517]
 [ 81.67571081 165.8720313 ]
 [108.40414422 168.17768883]
 [ 81.48545656 171.55972923]
 [127.25357498 203.75719048]
 [ 79.40085971 213.52203387]
 [139.47214392 265.90018363]
 [ 84.28232418 263.43430953]
 [115.61978426 311.09757636]
 [ 94.71179239 304.11365214]
 [133.93911935 277.70783382]
 [ 98.90321412 288.74420703]
 [156.89655056 334.32099678]
 [ 78.43927145 325.93730553]
 [168.49268386 407.11143255]
 [ 69.22270065 381.48521278]]"
239,"[[ 85.68232233 173.0567918 ]
 [ 93.16315588 166.1928817 ]
 [ 81.72064931 165.74412178]
 [108.28029847 168.16731763]
 [ 81.33594323 171.6237696 ]
 [127.56890147 203.92763653]
 [ 79.06162724 213.69443241]
 [139.46042883 265.57781448]
 [ 83.94680349 263.1670583 ]
 [115.0728322  310.98571262]
 [ 94.18962461 303.47848447]
 [133.91820595 277.28285622]
 [ 98.82764646 287.70475441]
 [157.20772013 333.45336759]
 [ 57.61183382 324.28954007]
 [165.40456899 397.56233611]
 [ 68.86410613 381.40348057]]"
240,"[[ 83.70061868 178.55640297]
 [ 91.77415928 170.53971574]
 [ 79.07116857 170.8483399 ]
 [107.83610466 174.0994041 ]
 [ 80.18610522 177.91818784]
 [127.00996843 210.48462207]
 [ 76.68170885 212.29716552]
 [137.10176752 271.83990782]
 [ 71.7744925  272.02500682]
 [116.95249495 314.29026001]
 [ 93.21293268 313.59469651]
 [134.93466967 277.73278454]
 [ 92.58519182 286.56397877]
 [158.18113372 340.38132253]
 [ 57.60840725 325.13261316]
 [169.95576524 407.12356614]
 [ 67.7274882  378.8844472 ]]"
241,"[[ 83.6068953  178.64650036]
 [ 91.77892745 170.54314169]
 [ 79.02165733 170.89932431]
 [107.8716451  174.13656871]
 [ 80.10370643 178.05314519]
 [127.08907527 210.50808629]
 [ 76.73800591 212.24164611]
 [137.20680716 271.18192962]
 [ 71.54496471 271.44085273]
 [117.2112145  314.23409687]
 [ 92.9486388  313.19149349]
 [134.37873533 276.88942046]
 [ 92.34898283 286.23898799]
 [158.91584175 337.63004897]
 [ 56.8531785  324.35474439]
 [170.11834376 407.05970832]
 [ 67.45779025 378.88727472]]"
242,"[[ 82.5564343  181.88820513]
 [ 91.33518296 174.58046798]
 [ 78.91322811 174.95780271]
 [109.06581686 178.74310824]
 [ 77.90070254 182.63425377]
 [125.89473858 216.80406   ]
 [ 77.50502173 215.79734954]
 [139.69383466 270.00593362]
 [ 71.42170571 275.74926523]
 [118.05294567 318.4022264 ]
 [ 87.75320727 319.37147098]
 [135.09581454 295.88525608]
 [ 95.0790891  296.26213443]
 [157.84840627 347.0648867 ]
 [ 57.17769513 327.99240822]
 [163.31587652 401.76366831]
 [ 67.02900905 380.29935275]]"
243,"[[ 82.60388108 181.97693955]
 [ 91.38058126 174.63860901]
 [ 78.93870677 175.01688876]
 [109.04260259 178.86069974]
 [ 77.77436416 182.67781802]
 [125.91651078 216.84865231]
 [ 77.51492225 215.90675704]
 [139.43614501 269.96321762]
 [ 75.75239706 268.08411237]
 [118.20960267 318.3556013 ]
 [ 82.29291476 309.6545357 ]
 [135.17474112 295.70436677]
 [ 95.27381814 296.53931952]
 [157.97039239 347.48911298]
 [ 57.14296369 327.68132165]
 [163.71514916 401.74864956]
 [ 67.21233854 380.17627506]]"
244,"[[ 81.07848316 187.77802804]
 [ 89.91971891 180.45406342]
 [ 77.81578547 180.67517715]
 [107.84291614 185.22762938]
 [ 75.69073291 187.23090027]
 [126.39869666 221.55217374]
 [ 77.3062957  224.20509659]
 [139.35240777 274.83226423]
 [ 70.77914839 279.68863268]
 [115.50499904 323.16635084]
 [ 84.48099224 322.86432509]
 [135.19210651 297.22493063]
 [ 93.33307699 298.02378054]
 [156.5238448  348.50401774]
 [ 56.83527867 325.21707749]
 [161.46447392 404.23992871]
 [ 67.40825933 379.97357137]]"
245,"[[ 80.86274292 187.70068601]
 [ 89.78745035 180.3350585 ]
 [ 77.67721955 180.59376131]
 [107.81545832 185.16171476]
 [ 75.28349228 187.18998028]
 [126.03221095 221.5066618 ]
 [ 77.25502452 224.1748738 ]
 [139.42845523 274.83224896]
 [ 70.71139546 279.63543705]
 [115.5537666  323.33854383]
 [ 84.29501653 322.96715588]
 [135.24071263 296.97659284]
 [ 93.5313752  297.87453662]
 [156.89548967 348.11506516]
 [ 56.82761255 325.50004267]
 [161.90252497 404.15494554]
 [ 67.18452511 380.00444202]]"
246,"[[ 80.61275838 191.29838827]
 [ 89.54935449 184.01245225]
 [ 77.28814131 183.91288488]
 [106.85302441 189.09560923]
 [ 75.24123266 190.95302431]
 [125.4898483  218.34238639]
 [ 75.9742474  226.57830349]
 [141.01532772 278.62396837]
 [ 70.76496634 282.93100778]
 [115.32536234 329.94466638]
 [ 86.43522807 325.93681895]
 [135.09484494 299.31561946]
 [ 92.83247483 298.9777071 ]
 [154.34916149 351.11803006]
 [ 57.11346539 324.89363497]
 [160.8027473  407.73878785]
 [ 67.66456283 378.77983617]]"
247,"[[ 80.53934115 191.26073296]
 [ 89.49492065 183.97069053]
 [ 77.25458604 183.88386309]
 [106.82819349 189.01801637]
 [ 75.14733602 190.86325428]
 [125.59248727 218.48157815]
 [ 75.95895048 226.48817316]
 [141.26464388 278.57587753]
 [ 70.72406082 283.0738904 ]
 [115.40961369 330.10607263]
 [ 85.61786102 325.88488884]
 [134.68401819 299.64782039]
 [ 92.21949977 299.29907361]
 [154.12954571 349.37282014]
 [ 57.3692635  324.91613702]
 [160.78846662 408.31169161]
 [ 68.21046187 378.97516775]]"
