,keypoints
279,"[[110.3182572  113.77881959]
 [116.5733802  105.95162479]
 [107.92493576 105.79776124]
 [130.13580782 114.44333654]
 [ 99.99370634 111.52491937]
 [145.44258458 147.71426602]
 [ 92.93649556 149.86972258]
 [164.37605745 192.95003254]
 [ 49.08079183 192.85735177]
 [161.90679251 145.93655118]
 [ 63.24465934 146.82053885]
 [132.55749604 251.05638897]
 [ 90.37982842 253.47095692]
 [140.30426911 328.57751784]
 [ 86.8183518  329.29148335]
 [145.7204641  406.17795222]
 [ 83.61271553 394.38613223]]"
280,"[[110.28428211 113.74825411]
 [116.56915064 105.94069581]
 [107.86541304 105.78411142]
 [130.19570371 114.39113484]
 [100.00810564 111.50991224]
 [145.52682394 147.5195366 ]
 [ 92.89665359 149.8051669 ]
 [164.52882808 192.74193719]
 [ 48.99739345 193.02813581]
 [161.89633256 146.08298369]
 [ 63.07427876 147.17999654]
 [132.56281314 250.96312349]
 [ 90.44242418 253.36720385]
 [140.41942484 328.49290118]
 [ 86.802783   329.0915989 ]
 [145.7728768  405.96591272]
 [ 83.53826607 394.40834246]]"
281,"[[110.92414031 113.894822  ]
 [116.26091518 105.71939963]
 [107.88511645 105.66726769]
 [131.03260724 114.02050571]
 [100.03331774 111.61717395]
 [147.1795165  148.32537125]
 [ 92.05995232 150.2351504 ]
 [165.71043345 196.02377918]
 [ 49.29842993 193.23008283]
 [163.46790346 146.08438037]
 [ 62.49911918 148.6554032 ]
 [132.64595962 251.5240174 ]
 [ 90.1402755  253.81555159]
 [136.24801606 331.8270813 ]
 [ 84.65871141 328.69067713]
 [146.54107346 398.25034583]
 [ 83.6120838  394.52244531]]"
282,"[[110.86392156 113.6863868 ]
 [116.22448612 105.58150405]
 [107.82190228 105.55243956]
 [131.01019896 113.92164554]
 [100.05192594 111.5308957 ]
 [147.08789357 148.36590419]
 [ 92.04593319 150.22714673]
 [165.85369939 196.01295658]
 [ 49.34540491 193.22757819]
 [163.42042003 145.95131518]
 [ 62.43719314 148.74542874]
 [132.68967597 251.65510879]
 [ 90.0895314  253.85486122]
 [136.34703189 332.04147555]
 [ 84.76575354 328.59600495]
 [146.24183822 398.2605357 ]
 [ 83.71740498 394.42830362]]"
283,"[[110.7266391  113.42475178]
 [116.2956906  105.66584338]
 [107.72385638 105.52764041]
 [130.54292317 114.05018774]
 [100.20857228 111.32531329]
 [147.80325638 148.22768189]
 [ 91.54549463 150.17927324]
 [165.94900211 195.73953883]
 [ 49.25386728 193.46157994]
 [162.36896211 146.11347319]
 [ 62.17059823 149.23047362]
 [132.629165   251.79674511]
 [ 90.36862345 253.93343559]
 [136.04046973 331.51971755]
 [ 84.34860906 328.77814485]
 [146.52489757 398.2761355 ]
 [ 83.24580067 394.63260677]]"
284,"[[110.65882419 113.33829118]
 [116.25001008 105.56911691]
 [107.65260591 105.43984045]
 [130.54518489 113.97131428]
 [100.26228043 111.26629185]
 [147.56691012 148.37455025]
 [ 91.41153745 150.14622107]
 [166.02581725 195.65314453]
 [ 49.04593177 193.5611053 ]
 [161.6580681  146.07505531]
 [ 62.1221512  149.3480903 ]
 [132.62858024 251.65811112]
 [ 90.3634173  253.79757287]
 [136.1857475  331.35140776]
 [ 84.21077684 328.94008458]
 [146.6406777  398.19310375]
 [ 83.29451558 394.53626575]]"
285,"[[110.57210679 112.89595301]
 [116.45158492 105.97945008]
 [107.89857514 105.68720122]
 [130.73579799 114.49279737]
 [ 99.87458827 111.0666236 ]
 [145.7679362  148.11742925]
 [ 91.77556986 149.84145245]
 [164.61864643 193.24821904]
 [ 48.58379616 192.44421141]
 [161.23891547 147.73999214]
 [ 62.40620013 148.4000954 ]
 [132.36565512 251.3386873 ]
 [ 90.06258969 253.76497953]
 [136.27980674 331.21349283]
 [ 84.54251378 329.3213871 ]
 [146.50613343 397.80569643]
 [ 83.90797077 394.21299689]]"
286,"[[110.50030622 112.90190585]
 [116.49207528 106.02248629]
 [107.92109137 105.73305221]
 [130.72004859 114.45658297]
 [ 99.98319541 111.20914372]
 [145.90260509 148.18905679]
 [ 91.89658047 149.95022067]
 [164.63828887 193.32755806]
 [ 48.56606226 192.63215081]
 [161.78598448 147.51505919]
 [ 62.45286591 148.38222996]
 [132.39898082 251.47753507]
 [ 89.98194683 253.83762782]
 [136.29398879 331.30551394]
 [ 84.56358195 329.25058294]
 [146.31783636 397.95834425]
 [ 83.96470632 394.26149551]]"
287,"[[108.38838749 112.1468548 ]
 [116.65510495 106.63595939]
 [108.09114609 106.31462532]
 [130.13886787 114.93425483]
 [ 99.47166117 111.0613021 ]
 [145.32386102 147.45572554]
 [ 91.58423139 149.23571362]
 [165.97507118 197.13460004]
 [ 48.60242302 192.84965756]
 [154.18380064 141.1558412 ]
 [ 63.06263431 147.30210376]
 [131.92457851 251.51483118]
 [ 89.77404333 253.8331131 ]
 [140.12807763 328.7453859 ]
 [ 84.180972   329.22596477]
 [145.97650078 406.21427783]
 [ 83.53027476 394.4190946 ]]"
288,"[[108.3236253  111.99127683]
 [116.62472368 106.52204995]
 [108.10898261 106.23592455]
 [130.08452132 114.79059775]
 [ 99.59845869 111.07130686]
 [145.18389369 147.51834713]
 [ 91.64891828 149.37355946]
 [166.14416164 197.05589651]
 [ 48.56362061 192.88512181]
 [154.07821357 140.7182975 ]
 [ 63.2106356  147.13329663]
 [131.89690328 251.47235103]
 [ 89.79085992 253.74234363]
 [140.08621518 328.89196277]
 [ 84.0223325  329.18541801]
 [145.99087609 406.41064639]
 [ 83.46452365 394.4627207 ]]"
289,"[[111.45267635 113.46463266]
 [117.18976183 106.37111862]
 [108.39946351 105.92515611]
 [130.30764612 114.25683528]
 [ 99.81619808 110.87620167]
 [145.3535579  146.99935418]
 [ 90.95281407 148.40976238]
 [165.19346548 196.38123096]
 [ 48.2070874  192.13984964]
 [159.12718382 147.87352428]
 [ 63.58223717 145.69658968]
 [132.05444291 251.44473226]
 [ 89.98809891 253.52148003]
 [140.07685244 328.82476256]
 [ 84.15677481 329.38604778]
 [146.16886015 406.95054337]
 [ 83.87269622 394.52229059]]"
290,"[[111.40249738 113.54402003]
 [117.19546244 106.39999938]
 [108.34173171 105.9577289 ]
 [130.20857598 114.32118581]
 [ 99.86520954 111.01574882]
 [145.54443656 147.17914693]
 [ 90.86874664 148.68961305]
 [165.16959282 196.31766925]
 [ 48.20422193 192.12254232]
 [159.41174504 147.56976622]
 [ 63.63180372 145.68768459]
 [132.1032951  251.30318126]
 [ 90.04955415 253.46487491]
 [140.27775222 328.48195321]
 [ 84.20381576 329.36623582]
 [146.0696484  406.38991574]
 [ 83.82032051 394.40127199]]"
291,"[[108.78887828 112.16757026]
 [117.1728969  106.47609742]
 [108.2611305  105.99464096]
 [130.23466172 114.52953259]
 [100.38820098 110.76089485]
 [144.17583957 141.86561683]
 [ 91.55921421 148.35769883]
 [161.10300577 192.79817768]
 [ 47.78553344 191.14109946]
 [158.04905142 146.20645857]
 [ 63.67601119 145.59547146]
 [132.19207888 251.13158145]
 [ 90.15106165 253.32589762]
 [140.55828263 328.39910624]
 [ 84.33804282 329.272119  ]
 [146.0923189  406.44221622]
 [ 83.98844637 394.37582493]]"
292,"[[108.75120074 112.22375825]
 [117.14505157 106.4196649 ]
 [108.25590869 105.98006208]
 [130.22055896 114.44460544]
 [100.362715   110.86579214]
 [144.30527998 141.81778685]
 [ 91.65266804 148.30245577]
 [161.17881933 192.82594565]
 [ 47.78112728 191.30977949]
 [158.11093481 146.48054221]
 [ 63.67480703 145.6755772 ]
 [132.18163792 251.05664248]
 [ 90.20947683 253.2949638 ]
 [140.56993375 328.34882447]
 [ 84.40384791 329.30951181]
 [146.09160986 406.28284951]
 [ 83.9971987  394.30662053]]"
293,"[[108.62133251 112.1142378 ]
 [117.28295177 106.41050769]
 [108.34474912 105.93223556]
 [130.38848091 114.47750979]
 [100.41178176 110.73377687]
 [144.37296894 141.79996285]
 [ 91.69771116 148.08419265]
 [161.14438943 192.902961  ]
 [ 47.93257313 190.97406202]
 [158.13509335 146.66934642]
 [ 63.61514537 145.73800401]
 [132.35831187 250.65085579]
 [ 90.26502387 252.84816929]
 [140.54283711 328.19363573]
 [ 84.49422969 329.31348359]
 [146.06623116 406.27473671]
 [ 83.92806101 394.37693841]]"
294,"[[108.66453574 112.23546501]
 [117.27099145 106.46300917]
 [108.34069482 105.9912342 ]
 [130.39334687 114.44823945]
 [100.31905663 110.70693589]
 [144.30821608 141.81062796]
 [ 91.58876416 148.09359577]
 [161.23210066 192.83950636]
 [ 47.83343336 191.02802167]
 [158.18813678 146.71157445]
 [ 63.53407069 145.77249846]
 [132.2689998  250.95400427]
 [ 90.19665187 253.15256197]
 [140.88522159 328.21167662]
 [ 84.62635664 329.62661921]
 [146.10969028 406.55449689]
 [ 84.06589257 394.40362605]]"
295,"[[110.99909048 114.26757033]
 [117.31963639 106.85726939]
 [108.5447946  106.39934662]
 [130.48324985 114.61877137]
 [100.10750131 111.33985762]
 [146.80713659 146.76091439]
 [ 92.3600332  148.22999934]
 [165.3135678  196.02107284]
 [ 47.75230203 191.09319281]
 [157.41858344 147.54554454]
 [ 63.6051289  146.1037841 ]
 [132.24233881 251.457108  ]
 [ 90.15268397 253.82590587]
 [136.70954393 331.21314194]
 [ 84.59156822 329.82513668]
 [147.35468707 398.52018   ]
 [ 83.94398634 394.40354454]]"
296,"[[111.03852861 114.2143705 ]
 [117.28061541 106.78633329]
 [108.54043009 106.32391999]
 [130.45486141 114.50862649]
 [100.12930284 111.30030554]
 [146.77052261 146.67738946]
 [ 92.39518213 148.20175062]
 [165.3080188  196.28419159]
 [ 47.82229136 191.09909109]
 [154.91869492 174.7620516 ]
 [ 63.70307918 145.93496316]
 [132.19899132 251.2592464 ]
 [ 90.16159989 253.65118596]
 [136.68572458 331.2501058 ]
 [ 84.43548198 329.73751563]
 [147.43150821 398.53081471]
 [ 83.78308079 394.42121243]]"
297,"[[111.03189806 114.46852613]
 [117.43778153 107.35836374]
 [108.1312706  106.75954894]
 [130.54354957 115.42750711]
 [100.37009257 111.38012946]
 [147.35294381 148.48487266]
 [ 91.1300751  148.02158694]
 [168.03504236 193.84532701]
 [ 47.30082728 191.37000697]
 [151.59127253 147.51297037]
 [ 63.38194246 145.94091877]
 [132.22510604 251.35633446]
 [ 89.85192133 253.64739584]
 [136.70376635 331.69471168]
 [ 84.35541788 329.88656467]
 [147.55443601 398.44428089]
 [ 83.94050246 394.43689235]]"
298,"[[111.01603404 114.48799271]
 [117.42778506 107.35580246]
 [108.09544828 106.75683293]
 [130.62747373 115.41998144]
 [100.30309532 111.32258761]
 [147.41725285 148.63525761]
 [ 91.08575268 147.9737321 ]
 [168.2733558  193.77854436]
 [ 47.12554875 191.43743684]
 [151.55453726 147.45816663]
 [ 63.63420338 145.83528791]
 [132.21190424 251.38850835]
 [ 89.78837332 253.74373548]
 [136.66601018 331.41517392]
 [ 84.44777016 329.93797824]
 [147.59055554 398.20166209]
 [ 84.18080973 394.33479603]]"
299,"[[111.713539   114.15021268]
 [117.64020268 107.37838431]
 [107.6926238  106.60915916]
 [131.90588085 115.74937307]
 [100.28427987 111.38070278]
 [148.53721006 148.1228516 ]
 [ 91.89153725 148.20132995]
 [169.15171028 188.3822191 ]
 [ 44.59764972 189.47825213]
 [149.07105162 144.22370701]
 [ 64.78743264 142.39537366]
 [131.97515698 251.90274759]
 [ 89.55581246 253.66847946]
 [137.29678844 331.74229437]
 [ 84.70619317 329.31898055]
 [147.78053257 397.85951102]
 [ 84.22563861 394.11146975]]"
300,"[[111.46838043 114.22360991]
 [117.65873958 107.47682175]
 [107.64651946 106.7702707 ]
 [131.95366882 115.75235986]
 [100.16117214 111.53005299]
 [148.87012784 148.59259164]
 [ 92.16124552 148.677391  ]
 [169.40881451 188.72233696]
 [ 44.84395848 189.62527315]
 [149.22332112 144.58719935]
 [ 64.87601018 142.4611347 ]
 [131.91492089 252.15203208]
 [ 89.16727101 253.8890735 ]
 [136.55935622 332.12544118]
 [ 84.63892004 329.6250678 ]
 [147.60053602 397.4914639 ]
 [ 83.82642262 394.13086174]]"
301,"[[114.09302857 115.41376288]
 [117.92799671 107.33900906]
 [108.31065674 106.83049403]
 [131.56004815 114.72747812]
 [101.43621768 111.6595795 ]
 [149.94345792 148.90888328]
 [ 95.12228699 151.24433014]
 [169.78428379 185.52246681]
 [ 47.80595055 197.022213  ]
 [153.45052918 136.74965425]
 [ 63.24141337 131.23930124]
 [132.04645526 250.85534545]
 [ 86.6062034  253.98562451]
 [137.40818175 332.16448418]
 [ 85.16549331 328.84676488]
 [147.26396644 397.68932654]
 [ 84.35224454 393.65757817]]"
302,"[[114.29946404 114.98812417]
 [118.05849801 107.24207399]
 [108.29550043 106.74494728]
 [131.64742219 114.2567662 ]
 [101.51117959 111.10385893]
 [149.68844349 148.73184454]
 [ 95.73311162 151.20820692]
 [169.24964656 185.55338578]
 [ 48.42802945 185.17594707]
 [152.10350582 136.83099228]
 [ 55.45195585 133.58064638]
 [132.29405097 251.29670794]
 [ 86.75720943 253.59962941]
 [137.9598545  333.49308188]
 [ 85.00014229 328.65057384]
 [145.99327508 406.52965423]
 [ 84.20243534 394.01750627]]"
303,"[[111.42124927 112.56147301]
 [117.57915561 107.50674898]
 [108.27488407 106.48750715]
 [133.90853565 115.22142495]
 [102.02903185 111.29174928]
 [151.47772013 152.04623583]
 [ 98.14537712 146.65711055]
 [165.37297424 189.06679305]
 [ 46.82102307 173.4097413 ]
 [150.16688294 124.42236236]
 [ 62.39860732 139.13592356]
 [131.98399111 251.14825121]
 [ 85.67648112 253.10542654]
 [138.68918345 333.48996316]
 [ 85.15919495 329.17470593]
 [145.39623468 406.10842455]
 [ 84.68795715 393.86516928]]"
304,"[[111.50039274 112.61600322]
 [117.59293783 107.4639207 ]
 [108.34453521 106.46670743]
 [133.88538203 115.22460617]
 [102.17639941 111.31893287]
 [151.29614957 152.03888216]
 [ 98.1427129  146.66044547]
 [165.57674349 189.07633363]
 [ 46.95744322 173.59040024]
 [150.96063455 123.87681992]
 [ 62.28753188 138.96160705]
 [131.96463705 250.99516544]
 [ 85.41163747 252.95935978]
 [138.59782974 333.31334094]
 [ 85.23183017 329.06437317]
 [145.50571945 406.05866325]
 [ 84.73359902 393.88216714]]"
305,"[[109.66764559 113.68051633]
 [115.14676354 108.98888419]
 [107.27300503 107.82651369]
 [134.62924486 117.81740548]
 [101.6747337  113.27418154]
 [149.42013862 151.07614744]
 [ 97.67192091 146.62066682]
 [169.42584404 168.18532703]
 [ 44.92251355 167.26990976]
 [157.45186783 122.2387897 ]
 [ 54.50657813 120.19455696]
 [132.51753829 249.91944689]
 [ 89.50367152 257.13568946]
 [138.09394096 332.79567629]
 [ 85.21811192 329.54629381]
 [145.73803274 405.59928301]
 [ 84.5749885  393.92059192]]"
306,"[[109.59309484 113.74256185]
 [115.00700879 109.11891908]
 [107.32423689 108.03376909]
 [134.8105427  118.01331642]
 [101.7989283  113.53306532]
 [149.47573398 151.51017733]
 [ 97.64091724 146.74964833]
 [169.69930941 168.1645798 ]
 [ 45.14147243 167.32599967]
 [157.48378845 122.03055068]
 [ 54.38830105 120.26711009]
 [132.55233287 250.04542365]
 [ 89.41462351 257.3052495 ]
 [138.0198067  332.71515196]
 [ 85.12581561 329.53635675]
 [145.68839488 405.67303805]
 [ 84.48850742 393.7985455 ]]"
307,"[[110.9561289  120.29046661]
 [115.45347164 114.50970794]
 [109.75124988 112.85930206]
 [134.66701003 118.04760606]
 [103.6179045  116.20341043]
 [147.3155808  147.17514958]
 [ 96.98181819 155.49059917]
 [165.90398365 167.36593235]
 [ 36.7860415  160.57579785]
 [152.85861329 106.85267455]
 [ 58.72861302 116.03752452]
 [134.04869341 251.1039834 ]
 [ 90.88286939 256.10147917]
 [138.22920959 332.47831953]
 [ 85.40571528 329.72526871]
 [145.79961959 396.69968177]
 [ 84.1175889  393.73174213]]"
308,"[[111.05702861 120.61000268]
 [115.48874352 114.75902731]
 [109.83890413 113.15841226]
 [134.28291805 118.1074778 ]
 [103.64950125 116.2053383 ]
 [147.42814162 147.06335037]
 [ 97.02615027 155.11148769]
 [165.77631716 167.26534117]
 [ 36.68461468 160.62607168]
 [152.93607682 107.15969984]
 [ 58.86811588 116.00173009]
 [134.17658064 251.29898222]
 [ 90.94660267 256.22308214]
 [138.11400588 332.71679179]
 [ 85.35547401 329.78612476]
 [145.46888556 396.68344097]
 [ 84.0840343  393.63127183]]"
309,"[[108.47478627 116.00710445]
 [114.53118607 108.45581937]
 [105.58223043 107.74693912]
 [131.97411924 114.78775498]
 [ 99.23141388 117.95036292]
 [146.12049242 146.08697827]
 [ 96.43877315 155.56295613]
 [175.715254   156.15863702]
 [ 31.59321287 152.4607715 ]
 [164.30164131 102.21767887]
 [ 54.52564414 107.18612845]
 [133.57510815 252.34519818]
 [ 91.29889767 256.16226201]
 [138.9479803  331.50958431]
 [ 86.25219313 331.36335903]
 [146.01101564 396.59970743]
 [ 84.47913402 393.74723693]]"
310,"[[108.54291971 115.91052719]
 [114.48056146 108.41526294]
 [105.57651549 107.69921345]
 [131.85231897 114.51746389]
 [ 99.21758567 117.80069497]
 [146.07485555 145.62658609]
 [ 96.45422534 155.43702081]
 [175.97933597 156.70434248]
 [ 31.67772678 152.59533976]
 [164.30988253 102.33497297]
 [ 54.38123934 107.20858044]
 [133.789479   252.38506351]
 [ 91.38400066 256.16261014]
 [139.04466111 331.45408223]
 [ 86.1972988  331.47560378]
 [146.02494447 396.69252703]
 [ 84.311386   393.77531435]]"
311,"[[109.59854522 114.66084442]
 [115.928946   108.9304637 ]
 [105.60266786 107.17604702]
 [131.96262006 116.64749066]
 [ 97.89356401 120.03082681]
 [145.54200957 147.25424062]
 [ 98.60490983 150.43499893]
 [178.72011228 143.58267178]
 [ 38.42691102 152.48844276]
 [159.06194217  93.08823667]
 [ 54.34700302 100.31945313]
 [132.6771927  251.84563123]
 [ 92.8852687  267.6645008 ]
 [139.57450701 331.39047493]
 [ 85.67821039 329.28123822]
 [146.05779137 396.33462835]
 [ 84.36440944 393.3755109 ]]"
312,"[[109.38960747 113.94005978]
 [115.74942858 108.15217805]
 [105.41645325 106.47145837]
 [132.08290764 116.50677818]
 [ 98.08429739 119.73408741]
 [145.4030918  147.16392014]
 [ 98.70385768 150.28319312]
 [178.61574751 143.56402718]
 [ 38.29179365 152.4729452 ]
 [159.28647472  93.12893521]
 [ 54.2276957  100.46162995]
 [132.71977302 251.98403278]
 [ 92.85852791 267.60096327]
 [139.60961363 331.47469614]
 [ 85.77240424 329.25888293]
 [146.16692895 396.22232419]
 [ 84.34739057 393.32247823]]"
313,"[[105.72873302 111.2764503 ]
 [113.61386959 105.10688182]
 [103.63954743 103.38843087]
 [132.21116355 114.02926644]
 [ 98.0542993  116.15337905]
 [145.5091007  147.75345615]
 [ 97.22863473 147.45178069]
 [173.50683671 118.84853176]
 [ 39.77092797 141.62627078]
 [165.59011721  83.176503  ]
 [ 53.82537701  91.47026793]
 [132.30151451 252.06040298]
 [ 88.48002077 265.05047424]
 [139.37411301 329.07895826]
 [ 85.89689006 331.40057363]
 [145.6204287  405.5547921 ]
 [ 84.33561784 393.33481771]]"
314,"[[105.70843486 111.1796824 ]
 [113.57483879 105.03144759]
 [103.7262804  103.26958812]
 [132.2411653  113.84336751]
 [ 98.18421351 116.07386873]
 [145.4921758  147.59414608]
 [ 97.43350818 147.384471  ]
 [173.5014643  118.54727558]
 [ 39.64277802 141.45450726]
 [165.72020469  83.18284405]
 [ 53.54454806  91.29603776]
 [132.21568165 252.0156969 ]
 [ 88.5234444  265.06092107]
 [139.40383055 328.94862979]
 [ 85.74004647 331.21620677]
 [145.66442359 405.40670595]
 [ 84.19735813 393.40928559]]"
315,"[[104.77642154 113.01704707]
 [113.28393123 104.99850525]
 [102.1943059  104.09105158]
 [132.73782745 115.9742632 ]
 [ 97.70745402 114.28868693]
 [147.34668243 146.27337384]
 [ 95.66230063 145.37709989]
 [174.96100449 118.89572349]
 [ 36.25987539 126.46299908]
 [166.40509826  76.72817972]
 [ 54.32460441  74.3807056 ]
 [132.61370698 251.3028718 ]
 [ 92.82666926 267.07719865]
 [138.29883008 329.07635898]
 [ 85.49487124 329.60753116]
 [146.28727717 396.32725809]
 [ 84.73682467 393.05911911]]"
316,"[[104.77460497 113.15522378]
 [113.25015555 104.949128  ]
 [102.19503493 104.08300025]
 [132.78149739 115.86168241]
 [ 97.69090162 114.19469858]
 [147.31566477 146.23318835]
 [ 95.68831639 145.4976101 ]
 [175.05517569 119.00620407]
 [ 36.47756547 126.59062397]
 [166.02960033  76.89952327]
 [ 54.43566453  74.74379869]
 [132.69964079 251.3423258 ]
 [ 92.82499796 267.10651941]
 [138.41182205 328.97922464]
 [ 85.4449525  329.72551876]
 [146.59709397 396.1620456 ]
 [ 84.6627917  393.05518186]]"
317,"[[104.75564092 114.41681226]
 [113.75881284 105.8651407 ]
 [106.89015551 105.06481059]
 [131.79741332 114.28142927]
 [ 97.2756077  115.40868158]
 [146.9546401  145.68158185]
 [ 97.08263193 144.79946438]
 [179.31607928 121.89449524]
 [ 37.46162231 121.76671701]
 [161.48000474  68.1670231 ]
 [ 53.82162392  70.86339817]
 [131.77364528 251.78875422]
 [ 92.3985034  266.74418476]
 [138.38179263 328.74836785]
 [ 85.45824926 329.00691558]
 [146.22281086 396.44060665]
 [ 84.87376526 393.08692852]]"
318,"[[104.84215265 114.35253978]
 [113.80770001 105.84070143]
 [102.55244978 104.78650236]
 [131.77355965 114.18963818]
 [ 97.35219627 115.35460865]
 [147.08219996 145.54904577]
 [ 97.13066646 144.69581907]
 [179.08105113 121.73677872]
 [ 37.47814072 121.84660517]
 [161.34275028  68.08729217]
 [ 53.68084759  71.050499  ]
 [131.8209148  251.78791185]
 [ 92.54498867 266.50302343]
 [138.48076914 328.70798687]
 [ 86.41751449 331.61556676]
 [146.0907089  396.42273707]
 [ 84.80555852 393.13312005]]"
319,"[[106.36978797 115.53293259]
 [115.22401682 107.04297491]
 [102.75792098 105.95017906]
 [129.7607497  113.01505945]
 [ 97.77309184 112.88591855]
 [149.02097394 138.05320741]
 [ 95.74129818 140.70785912]
 [174.12230306 104.10033796]
 [ 45.06018117 114.33240645]
 [162.10220593  60.02114037]
 [ 62.18492289  68.39614672]
 [132.10939721 251.73179293]
 [ 89.03532117 256.13034128]
 [138.47442114 328.49154248]
 [ 86.2908969  331.55213008]
 [146.20486439 396.41363166]
 [ 84.96259669 393.09748035]]"
320,"[[106.64152207 115.59894298]
 [115.39128471 107.17219404]
 [102.90709445 106.08992376]
 [129.69325466 113.0320549 ]
 [ 97.87069826 112.80869598]
 [149.0671186  137.64378257]
 [ 95.50427421 140.458461  ]
 [174.24704877 104.15296171]
 [ 44.96387621 114.3777083 ]
 [162.37939174  60.07313485]
 [ 60.02285451  67.19430962]
 [132.14341928 251.64248922]
 [ 89.0766052  256.13598467]
 [138.46753969 328.38488656]
 [ 86.16005708 331.43920841]
 [146.25103103 396.47180624]
 [ 84.9861928  393.04608612]]"
321,"[[106.68520509 116.06313495]
 [115.12994559 107.02104513]
 [103.10597642 106.33331827]
 [128.78762162 113.35025541]
 [ 98.77794796 112.19253725]
 [150.22851443 133.98578825]
 [ 94.01589143 137.65167744]
 [169.75807477  98.76570006]
 [ 50.51578631 109.54966862]
 [152.76219438  62.00568373]
 [ 64.48030472  60.25540254]
 [131.89768862 252.35708729]
 [ 89.3304348  256.61671171]
 [138.24838789 327.83075193]
 [ 86.45375264 331.75521891]
 [146.12438945 396.27304148]
 [ 85.0409052  392.77993915]]"
322,"[[106.7807717  116.15601534]
 [115.15952319 107.14158366]
 [103.13148039 106.44129628]
 [128.70169897 113.39701231]
 [ 98.88514236 112.37438565]
 [150.1621236  133.90906647]
 [ 93.89740443 137.70044407]
 [169.90128541  98.72627784]
 [ 50.4972914  109.39885402]
 [152.93148741  62.02893146]
 [ 64.21415095  60.22844136]
 [131.97694739 252.36405311]
 [ 89.24660061 256.55350021]
 [138.1821923  327.8961752 ]
 [ 86.6085824  331.7956731 ]
 [146.03121251 396.40016213]
 [ 84.89154614 392.86811971]]"
323,"[[107.07963842 122.61973096]
 [114.98135221 108.01344321]
 [103.15542969 108.14451146]
 [127.21537167 113.28189613]
 [ 98.61041552 111.93561864]
 [149.85604923 131.39160508]
 [ 94.12763593 136.76783829]
 [165.95421859  99.97188524]
 [ 51.33565331 109.58780053]
 [163.1427251   46.83385992]
 [ 52.46419759  48.74703131]
 [132.28440018 251.61469294]
 [ 88.52158985 256.42275316]
 [138.09442176 327.42783875]
 [ 86.58150708 331.83454549]
 [145.70535644 396.92527923]
 [ 85.34577108 393.019136  ]]"
324,"[[106.96295466 122.50421346]
 [114.99079425 107.88982948]
 [103.0897972  108.07350145]
 [127.3255788  113.35363211]
 [ 98.59954141 111.8134458 ]
 [149.89664821 131.48093435]
 [ 94.169617   136.68426915]
 [165.9123628   99.98896046]
 [ 51.43916992 109.81772343]
 [163.31426253  46.90293722]
 [ 52.15374838  48.88436808]
 [132.33522738 251.55300315]
 [ 88.5438845  256.33762293]
 [138.25241886 327.26005634]
 [ 86.50580282 331.6928294 ]
 [146.21424445 396.79698708]
 [ 85.33427723 393.05030243]]"
325,"[[106.63267244 122.0393639 ]
 [114.86320074 108.92681933]
 [102.5913708  108.88092344]
 [126.13765542 112.69905085]
 [ 99.12016784 110.18399325]
 [148.71200878 130.05586854]
 [ 93.387115   135.46621973]
 [166.86738648  98.25129366]
 [ 59.11874282 107.52866357]
 [163.28999137  41.04606125]
 [ 61.45239661  54.83881806]
 [132.00339014 251.17086103]
 [ 87.70815399 252.85049554]
 [138.17942613 327.06530585]
 [ 86.22018521 331.96538373]
 [145.94712043 396.41961766]
 [ 85.20918566 393.13295703]]"
326,"[[106.5426815  122.00682979]
 [114.74149075 108.91134318]
 [102.35600479 108.85035105]
 [126.05626487 112.58579208]
 [ 99.12566687 110.11622353]
 [148.5717809  129.95125583]
 [ 93.51748502 135.26023392]
 [166.81261344  98.11528313]
 [ 55.89813416 103.96024443]
 [163.09136796  40.89935521]
 [ 57.00344084  52.34023301]
 [132.09656159 251.0883021 ]
 [ 87.59477151 252.81811616]
 [138.33945705 327.07663684]
 [ 86.31355274 332.035837  ]
 [145.74823979 396.31986435]
 [ 85.22965875 393.068248  ]]"
327,"[[106.945446   120.31564187]
 [114.37102938 109.30008019]
 [102.23742849 107.52929077]
 [125.19062639 112.3287222 ]
 [ 98.59849318 109.08387757]
 [147.34241355 129.33576022]
 [ 93.71081465 133.02698492]
 [167.54312456  91.82591073]
 [ 57.26339654  92.15068256]
 [164.98000962  26.70166755]
 [ 59.28401888  41.89589086]
 [132.06596225 249.95010493]
 [ 88.13568169 252.6240692 ]
 [139.16995759 327.47268643]
 [ 85.64034426 331.39753435]
 [146.49188208 396.25748037]
 [ 84.70210788 392.88791371]]"
328,"[[106.88586031 120.32234762]
 [114.33704512 109.26796744]
 [102.2749501  107.52154544]
 [125.23327385 112.39075183]
 [ 98.516223   108.97243408]
 [147.30492393 129.31811582]
 [ 93.55623145 133.06698737]
 [167.46306279  91.907007  ]
 [ 57.2846503   91.90790972]
 [164.90785587  26.76034776]
 [ 59.1738224   42.05080433]
 [132.02187623 249.81846129]
 [ 88.21903026 252.57013303]
 [138.89012455 327.41979571]
 [ 85.68662087 331.38152287]
 [146.28731183 396.26726823]
 [ 84.88869167 392.80918255]]"
